id,name,adset_id,campaign_id,creative_id,status,effective_status,objective,created_time,amount_spent,impressions,reach,frequency,cpm,clicks,ctr,website_ctr,actions:link_click,cost_per_link_click,landing_page_view,results,results_value,cost_per_result.value,actions:omni_purchase,purchase_roas,video_thruplay_watched_actions,video_p25_watched_actions,video_p100_watched_actions,results.indicator,results.value
120212330841220690,POST - 17/09/24,120212330723260690,120212330723240690,120212331065220690,PAUSED,PAUSED,OUTCOME_AWARENESS,2024-10-04T16:27:47-0300,"R$46,31 BRL",43170,31406,1.374578,"R$1,07 BRL",150,"0,35%",0.081075,35,"R$1,32 BRL",21,reach,31406,"R$1,47 BRL (Reach)",,,367,1403,240,,
120224444941400690,AD - GÊ BOX (2),120224444941420690,120224443839790690,4038301119774131,ACTIVE,ADSET_PAUSED,OUTCOME_SALES,2025-05-22T18:34:58-0300,"R$46,57 BRL",5237,4382,1.195116,"R$8,89 BRL",81,"1,55%",0.706511,37,"R$1,26 BRL",27,,,Not available (Website purchases),,,184,534,92,actions:offsite_conversion.fb_pixel_purchase,Not available
120212991279000690,AD 06,120212792744360690,120212792744250690,120212991344830690,PAUSED,PAUSED,OUTCOME_ENGAGEMENT,2024-10-30T14:25:15-0300,"R$46,48 BRL",4810,2871,1.675374,"R$9,66 BRL",70,"1,46%",0.623701,30,"R$1,55 BRL",5,actions:onsite_conversion.messaging_conversation_started_7d,18,"R$2,58 BRL (Messaging conversations started)",2,179.357573,1,4,,,
120213529524230690,AD 06,120213529524270690,120212792744250690,120213693185850690,PAUSED,PAUSED,OUTCOME_ENGAGEMENT,2024-11-22T02:30:33-0300,"R$46,45 BRL",3940,2753,1.431166,"R$11,79 BRL",51,"1,29%",0.507614,20,"R$2,32 BRL",4,actions:onsite_conversion.messaging_conversation_started_7d,27,"R$1,72 BRL (Messaging conversations started)",,,,,,,
23859395383640689,AD - 2 BURGERS,23859395383490689,23859395383330689,23859406561570689,ACTIVE,ADSET_PAUSED,OUTCOME_SALES,2023-09-27T15:01:51-0300,"R$46,06 BRL",10737,5750,1.867304,"R$4,29 BRL",192,"1,79%",0.428425,46,"R$1,00 BRL",31,actions:offsite_conversion.fb_pixel_purchase,2,"R$23,03 BRL (Website purchases)",2,0.784629,,,,,
120216291532840690,AD 01,120216291532830690,120215485413360690,120212788302920690,ACTIVE,CAMPAIGN_PAUSED,OUTCOME_SALES,2025-02-21T14:31:45-0300,"R$45,05 BRL",6532,5228,1.249426,"R$6,90 BRL",98,"1,50%",0.627679,41,"R$1,10 BRL",24,actions:offsite_conversion.fb_pixel_purchase,4,"R$11,26 BRL (Website purchases)",4,621.562708,293,1632,293,,
120203536202800690,AD - GE WEEK,120203536202850690,120203536202810690,120203536352890690,ACTIVE,CAMPAIGN_PAUSED,OUTCOME_ENGAGEMENT,2023-12-26T10:27:26-0300,"R$45,00 BRL",7092,5260,1.348289,"R$6,35 BRL",93,"1,31%",0.437112,31,"R$1,45 BRL",2,actions:onsite_conversion.messaging_conversation_started_7d,15,"R$3,00 BRL (Messaging conversations started)",6,2.911111,,,,,
120205859089070690,Publicação do Instagram: Sexta-feira tem Ge Salad...,120205859088520690,120205859088470690,120205859087800690,PAUSED,PAUSED,LINK_CLICKS,2024-02-23T11:55:43-0300,"R$44,86 BRL",12442,10261,1.212552,"R$3,61 BRL",280,"2,25%",2.073622,258,"R$0,17 BRL",,actions:link_click,258,"R$0,17 BRL (Link clicks)",,,,,,,
120232081996850690,AD - GÊ BOX cupom — 02,120232081996860690,120232081996780690,1928714321286915,ACTIVE,ADSET_PAUSED,OUTCOME_SALES,2025-09-12T15:48:19-0300,"R$44,47 BRL",6094,4142,1.47127,"R$7,30 BRL",20,"0,33%",0.196915,12,"R$3,71 BRL",6,,,Not available (Website purchases),,,1,,,actions:offsite_conversion.fb_pixel_purchase,Not available
120232082734080690,AD - GÊ BOX cupom,120232082734090690,120232081996780690,800826219292547,ACTIVE,ADSET_PAUSED,OUTCOME_SALES,2025-09-12T15:48:10-0300,"R$44,20 BRL",4521,3789,1.193191,"R$9,78 BRL",47,"1,04%",0.530856,24,"R$1,84 BRL",17,,,Not available (Website purchases),,,1,,,actions:offsite_conversion.fb_pixel_purchase,Not available
120249693070210690,AD - GÊ BOX VÍDEO NOVO,120249693070190690,120249693070200690,1641795603577233,ACTIVE,CAMPAIGN_PAUSED,OUTCOME_SALES,2026-07-14T17:21:32-0300,"R$44,10 BRL",5679,2831,2.006005,"R$7,77 BRL",55,"0,97%",0.475436,27,"R$1,63 BRL",17,actions:offsite_conversion.fb_pixel_purchase,2,"R$22,05 BRL (Website purchases)",2,2.0839,126,390,46,,
120209223928540690,AD - Ge Onion e Ge Rib,120209223227640690,120209223227360690,120209224716100690,ACTIVE,ADSET_PAUSED,OUTCOME_SALES,2024-05-15T14:31:24-0300,"R$43,83 BRL",10873,6774,1.605108,"R$4,03 BRL",96,"0,88%",0.34949,38,"R$1,15 BRL",24,,,Not available (Website purchases),,,,,,actions:offsite_conversion.fb_pixel_purchase,Not available
120241991749180690,AReels - 13.03.2026,120241991749190690,120241991749200690,782973804506713,ACTIVE,CAMPAIGN_PAUSED,OUTCOME_AWARENESS,2026-03-13T23:33:21-0300,"R$43,54 BRL",28836,18898,1.525876,"R$1,51 BRL",6,"0,0208%",0.003468,1,"R$43,54 BRL",,estimated_ad_recallers,1400,"R$0,03 BRL (Ad recall lift)",,,165,734,165,,
120216288636080690,AD 10,120214475387120690,120212792744250690,1307511483628094,ACTIVE,ADSET_PAUSED,OUTCOME_ENGAGEMENT,2025-02-21T14:10:04-0300,"R$42,52 BRL",5016,3264,1.536765,"R$8,48 BRL",88,"1,75%",0.73764,37,"R$1,15 BRL",4,actions:onsite_conversion.messaging_conversation_started_7d,18,"R$2,36 BRL (Messaging conversations started)",,,,,,,
120216291532860690,AD 05 (COM PREÇO),120216291532830690,120215485413360690,1820587968481787,ACTIVE,CAMPAIGN_PAUSED,OUTCOME_SALES,2025-02-21T14:31:45-0300,"R$42,12 BRL",6973,4417,1.578673,"R$6,04 BRL",48,"0,69%",0.301162,21,"R$2,01 BRL",6,actions:offsite_conversion.fb_pixel_purchase,4,"R$10,53 BRL (Website purchases)",4,9.354226,1,1,,,
120250462200720690,Post do Instagram: Ge Classic chega conquistando...,120250462200090690,120250462199560690,1492596215967389,ACTIVE,ACTIVE,LINK_CLICKS,2026-08-15T09:52:50-0300,"R$41,74 BRL",4366,3624,1.204746,"R$9,56 BRL",116,"2,66%",2.221713,97,"R$0,43 BRL",2,profile_visit_view,98,"R$0,43 BRL (Instagram profile visits)",,,228,431,69,,
23859406734530689,AD - LOCALIZAÇÃO,23859406731670689,23859406726360689,23859433222920689,ACTIVE,CAMPAIGN_PAUSED,OUTCOME_ENGAGEMENT,2023-09-27T16:54:55-0300,"R$41,61 BRL",4132,1772,2.331828,"R$10,07 BRL",87,"2,11%",0.314618,13,"R$3,20 BRL",1,actions:onsite_conversion.messaging_conversation_started_7d,3,"R$13,87 BRL (Messaging conversations started)",,,222,319,59,,
120216291196740690,AD 04,120215485413290690,120215485413360690,1791067338400416,ACTIVE,ADSET_PAUSED,OUTCOME_SALES,2025-02-21T14:29:32-0300,"R$41,26 BRL",4685,2164,2.164972,"R$8,81 BRL",35,"0,75%",0.341515,16,"R$2,58 BRL",10,,,Not available (Website purchases),,,,1,,actions:offsite_conversion.fb_pixel_purchase,Not available
120214475387130690,AD 04,120214475387120690,120212792744250690,2086578858452252,PAUSED,PAUSED,OUTCOME_ENGAGEMENT,2025-01-02T13:19:24-0300,"R$41,07 BRL",6660,4391,1.516739,"R$6,17 BRL",50,"0,75%",0.315315,21,"R$1,96 BRL",3,actions:onsite_conversion.messaging_conversation_started_7d,6,"R$6,85 BRL (Messaging conversations started)",2,147.307037,,,,,
120217686497900690,AD 02,120217686497960690,120215485413360690,120212788302930690,ACTIVE,CAMPAIGN_PAUSED,OUTCOME_SALES,2025-03-14T17:21:37-0300,"R$40,81 BRL",4809,3630,1.324793,"R$8,49 BRL",61,"1,27%",0.374298,18,"R$2,27 BRL",10,actions:offsite_conversion.fb_pixel_purchase,2,"R$20,41 BRL (Website purchases)",2,468.806665,423,1996,423,,
120212030538210690,AD - GE WEEK,120211840912890690,120211840808940690,120213675116780690,PAUSED,PAUSED,OUTCOME_SALES,2024-09-24T22:06:19-0300,"R$40,53 BRL",5196,3583,1.450181,"R$7,80 BRL",110,"2,12%",0.943033,49,"R$0,83 BRL",39,actions:offsite_conversion.fb_pixel_purchase,5,"R$8,11 BRL (Website purchases)",5,340.400938,,,,,
120225488191050690,AD - GÊ BOX (2),120225488165510690,120225488163370690,1864865320960483,ACTIVE,CAMPAIGN_PAUSED,OUTCOME_SALES,2025-06-07T23:08:26-0300,"R$40,28 BRL",5561,4597,1.209702,"R$7,24 BRL",78,"1,40%",0.665348,37,"R$1,09 BRL",26,actions:offsite_conversion.fb_pixel_purchase,2,"R$20,14 BRL (Website purchases)",2,2.457795,78,239,37,,
120227026444900690,AD - GÊ BOX VÍDEO NOVO,120227026444910690,120227026383680690,1066752408228868,ACTIVE,CAMPAIGN_PAUSED,OUTCOME_SALES,2025-06-27T20:57:27-0300,"R$39,63 BRL",8135,5828,1.395848,"R$4,87 BRL",120,"1,48%",0.503995,41,"R$0,97 BRL",28,actions:offsite_conversion.fb_pixel_purchase,2,"R$19,82 BRL (Website purchases)",2,4.978552,226,696,96,,
120206480095790690,AD - MELHORES,120203967962990690,120203967962960690,120206480140930690,ACTIVE,ADSET_PAUSED,OUTCOME_AWARENESS,2024-03-07T01:29:52-0300,"R$39,48 BRL",17947,15507,1.157348,"R$2,20 BRL",38,"0,21%",0.117011,21,"R$1,88 BRL",,reach,15507,"R$2,55 BRL (Reach)",,,,,,,
120217686651470690,AD 07,120217686651460690,120215485413360690,532297633209154,ACTIVE,ADSET_PAUSED,OUTCOME_SALES,2025-03-14T17:26:29-0300,"R$38,82 BRL",4213,2369,1.778388,"R$9,21 BRL",59,"1,40%",0.688346,29,"R$1,34 BRL",17,actions:offsite_conversion.fb_pixel_purchase,1,"R$38,82 BRL (Website purchases)",1,127.511592,,,,,
120210801228450690,Publicação do Instagram: Essa é a emoção que toda...,120210801228380690,120210801228280690,120210801226580690,ACTIVE,CAMPAIGN_PAUSED,LINK_CLICKS,2024-07-31T17:45:46-0300,"R$37,38 BRL",8857,5971,1.483336,"R$4,22 BRL",27,"0,30%",0.304844,27,"R$1,38 BRL",,profile_visit_view,29,"R$1,29 BRL (Instagram profile visits)",,,255,1271,255,,
120246024577520690,ADI - Gê Salad,120246024577530690,120245515017160690,1296015818738470,ACTIVE,ADSET_PAUSED,OUTCOME_SALES,2026-05-19T09:20:41-0300,"R$36,33 BRL",4405,2648,1.66352,"R$8,25 BRL",36,"0,82%",0.544835,24,"R$1,51 BRL",18,,,Not available (Website purchases),,,,,,actions:offsite_conversion.fb_pixel_purchase,Not available
23859401470500689,AD - 4 BURGERS,23859395383490689,23859395383330689,23859406561550689,PAUSED,PAUSED,OUTCOME_SALES,2023-09-27T15:01:51-0300,"R$36,06 BRL",8462,4891,1.730117,"R$4,26 BRL",118,"1,39%",0.330891,28,"R$1,29 BRL",23,actions:offsite_conversion.fb_pixel_purchase,1,"R$36,06 BRL (Website purchases)",1,,,,,,
120209665910540690,AD - Ge Classic week,120209224436830690,120209223227360690,120209684715320690,PAUSED,PAUSED,OUTCOME_SALES,2024-05-28T20:33:50-0300,"R$35,77 BRL",5263,1813,2.902923,"R$6,80 BRL",100,"1,90%",1.102033,58,"R$0,62 BRL",41,actions:offsite_conversion.fb_pixel_purchase,14,"R$2,56 BRL (Website purchases)",14,1143.499581,,,,,
120233927941940690,AD - Novo 03,120233927906850690,120233532885890690,1477602480214272,ACTIVE,ADSET_PAUSED,OUTCOME_SALES,2025-10-14T14:43:30-0300,"R$35,41 BRL",1679,1236,1.358414,"R$21,09 BRL",17,"1,01%",0.178678,3,"R$11,80 BRL",1,actions:onsite_conversion.messaging_conversation_started_7d,3,"R$11,80 BRL (Messaging conversations started)",,,46,144,30,,
120216291196730690,AD 05 (COM PREÇO),120215485413290690,120215485413360690,1820587968481787,ACTIVE,ADSET_PAUSED,OUTCOME_SALES,2025-02-21T14:29:32-0300,"R$35,37 BRL",3446,1977,1.743045,"R$10,26 BRL",42,"1,22%",0.580383,20,"R$1,77 BRL",12,actions:offsite_conversion.fb_pixel_purchase,2,"R$17,69 BRL (Website purchases)",2,256.711903,,,,,
120228488015330690,AD - Gê Rib Terça,120228486963670690,120228486963620690,627602353703587,ACTIVE,CAMPAIGN_PAUSED,OUTCOME_SALES,2025-07-21T12:03:47-0300,"R$35,15 BRL",5754,4626,1.243839,"R$6,11 BRL",68,"1,18%",0.347584,20,"R$1,76 BRL",17,actions:offsite_conversion.fb_pixel_purchase,1,"R$35,15 BRL (Website purchases)",1,4.093883,,,,,
120228488004930690,AD - Gê Amazônico Quarta,120228486963680690,120228486963620690,1257113019212916,ACTIVE,CAMPAIGN_PAUSED,OUTCOME_SALES,2025-07-21T12:03:47-0300,"R$35,06 BRL",4861,3934,1.235638,"R$7,21 BRL",59,"1,21%",0.370294,18,"R$1,95 BRL",15,,,Not available (Website purchases),,,,,,actions:offsite_conversion.fb_pixel_purchase,Not available
120228487987310690,AD - Gê Onion — Quinta,120228486963690690,120228486963620690,1265854908314544,ACTIVE,CAMPAIGN_PAUSED,OUTCOME_SALES,2025-07-21T12:03:47-0300,"R$34,79 BRL",4602,3880,1.186082,"R$7,56 BRL",43,"0,93%",0.391134,18,"R$1,93 BRL",14,,,Not available (Website purchases),,,,,,actions:offsite_conversion.fb_pixel_purchase,Not available
120207408121630690,AD - GE WEEK,120205274749630690,120205274749610690,120208563748060690,PAUSED,PAUSED,OUTCOME_ENGAGEMENT,2024-03-26T19:06:33-0300,"R$34,64 BRL",4665,3714,1.256058,"R$7,43 BRL",55,"1,18%",0.34298,16,"R$2,17 BRL",,actions:onsite_conversion.messaging_conversation_started_7d,6,"R$5,77 BRL (Messaging conversations started)",,,,,,,
120245245253750690,ADReels - GeRib 11 de nov de 2025,120245245253720690,120245243455420690,1609651573426101,ACTIVE,DISAPPROVED,OUTCOME_AWARENESS,2026-05-08T20:14:15-0300,"R$34,46 BRL",28045,13112,2.13888,"R$1,23 BRL",90,"0,32%",0.04992,14,"R$2,46 BRL",,reach,13112,"R$2,63 BRL (Reach)",,,295,834,109,,
120208291885710690,AD - MELHORES,120208291885670690,120203967962960690,120206480140930690,ACTIVE,ADSET_PAUSED,OUTCOME_AWARENESS,2024-04-17T14:52:34-0300,"R$34,42 BRL",28414,9646,2.945677,"R$1,21 BRL",38,"0,13%",0.091504,26,"R$1,32 BRL",,reach,9646,"R$3,57 BRL (Reach)",,,,,,,
120229248404990690,AD - Gê Week,120229248404980690,120225170496270690,1121453906511034,ACTIVE,ADSET_PAUSED,OUTCOME_AWARENESS,2025-07-29T16:31:03-0300,"R$34,23 BRL",11750,11607,1.01232,"R$2,91 BRL",26,"0,22%",0.178723,21,"R$1,63 BRL",9,reach,11607,"R$2,95 BRL (Reach)",,,,,,,
120204738232460690,AD - GE WEEK,120200283214260690,120200283214200690,120204738265810690,PAUSED,PAUSED,LINK_CLICKS,2024-01-30T18:18:58-0300,"R$33,58 BRL",12367,8036,1.53895,"R$2,72 BRL",102,"0,82%",0.54985,68,"R$0,49 BRL",3,actions:omni_landing_page_view,3,"R$11,19 BRL (Landing page views)",4,2.781418,,,,,
120212792744370690,AD 05,120212792744360690,120212792744250690,120212332081140690,ACTIVE,ADSET_PAUSED,OUTCOME_ENGAGEMENT,2024-10-21T13:25:20-0300,"R$33,44 BRL",4497,3324,1.352888,"R$7,44 BRL",73,"1,62%",0.667111,30,"R$1,11 BRL",6,actions:onsite_conversion.messaging_conversation_started_7d,11,"R$3,04 BRL (Messaging conversations started)",4,630.645933,,,,,
120216285984120690,AD 08,120214475387120690,120212792744250690,858787259694962,ACTIVE,ADSET_PAUSED,OUTCOME_ENGAGEMENT,2025-02-21T14:10:04-0300,"R$33,43 BRL",4473,3050,1.466557,"R$7,47 BRL",35,"0,78%",0.312989,14,"R$2,39 BRL",3,actions:onsite_conversion.messaging_conversation_started_7d,3,"R$11,14 BRL (Messaging conversations started)",,,,,,,
23861403164940689,AD - VEM PRA GE,23861403164900689,23861403164910689,120200079593340690,ACTIVE,CAMPAIGN_PAUSED,OUTCOME_SALES,2023-10-05T00:22:18-0300,"R$33,21 BRL",9298,5871,1.583717,"R$3,57 BRL",125,"1,34%",0.45171,42,"R$0,79 BRL",27,,,Not available (Website purchases),,,,,,actions:offsite_conversion.fb_pixel_purchase,Not available
120224532621770690,AD - GÊ BOX (2),120224532621810690,120224532621730690,9843620785733095,ACTIVE,CAMPAIGN_PAUSED,OUTCOME_SALES,2025-05-23T20:16:14-0300,"R$32,78 BRL",2218,1709,1.297835,"R$14,78 BRL",37,"1,67%",0.721371,16,"R$2,05 BRL",3,actions:onsite_conversion.messaging_conversation_started_7d,7,"R$4,68 BRL (Messaging conversations started)",2,184.560708,66,166,31,,
120210346094000690,AD - GÊ BOX INSTA,120210345926670690,120210345926650690,120210346104740690,PAUSED,PAUSED,OUTCOME_SALES,2024-07-06T12:15:07-0300,"R$32,77 BRL",4919,2243,2.193045,"R$6,66 BRL",30,"0,61%",0.243952,12,"R$2,73 BRL",6,actions:offsite_conversion.fb_pixel_purchase,3,"R$10,92 BRL (Website purchases)",3,183.362832,,,,,
120217686651430690,AD 02,120217686651460690,120215485413360690,120212788302930690,ACTIVE,ADSET_PAUSED,OUTCOME_SALES,2025-03-14T17:26:29-0300,"R$32,74 BRL",2566,1698,1.51119,"R$12,76 BRL",27,"1,05%",0.623539,16,"R$2,05 BRL",7,,,Not available (Website purchases),,,234,837,235,actions:offsite_conversion.fb_pixel_purchase,Not available
120245079083730690,ADV - Gê Box 6 a 8 de Maio,120245078887430690,120245078887450690,908531915581501,ACTIVE,CAMPAIGN_PAUSED,OUTCOME_SALES,2026-05-06T17:04:50-0300,"R$32,61 BRL",3509,2477,1.416633,"R$9,29 BRL",31,"0,88%",0.484469,17,"R$1,92 BRL",12,actions:offsite_conversion.fb_pixel_purchase,2,"R$16,31 BRL (Website purchases)",2,1.732597,39,136,22,,
120224443840920690,AD - GÊ BOX (2),120224443840940690,120224443839790690,1185115123409142,ACTIVE,ADSET_PAUSED,OUTCOME_SALES,2025-05-22T18:34:31-0300,"R$30,62 BRL",3759,3510,1.07094,"R$8,15 BRL",57,"1,52%",0.691673,26,"R$1,18 BRL",24,,,Not available (Website purchases),,,181,510,80,actions:offsite_conversion.fb_pixel_purchase,Not available
120248477794740690,ADI - Ge Amazônico + fritas — 02,120248476524000690,120248476524020690,1680848579800261,ACTIVE,CAMPAIGN_PAUSED,OUTCOME_SALES,2026-06-19T09:56:30-0300,"R$30,26 BRL",4182,3402,1.229277,"R$7,24 BRL",40,"0,96%",0.406504,17,"R$1,78 BRL",7,,,Not available (Website purchases),,,,,,actions:offsite_conversion.fb_pixel_purchase,Not available
120243701135810690,AD - Dia do Amigo | Compre 1,120243701135820690,120225170496270690,979764684490346,ACTIVE,ADSET_PAUSED,OUTCOME_AWARENESS,2026-04-17T23:31:20-0300,"R$29,94 BRL",18633,13663,1.363756,"R$1,61 BRL",51,"0,27%",0.182472,34,"R$0,88 BRL",,estimated_ad_recallers,90,"R$0,33 BRL (Ad recall lift)",,,,,,,
120224189222130690,POST - 16/05/25,120212327930300690,120212327930110690,690309493722238,ACTIVE,CAMPAIGN_PAUSED,OUTCOME_ENGAGEMENT,2025-05-19T11:06:04-0300,"R$29,90 BRL",13662,12638,1.081025,"R$2,19 BRL",30,"0,22%",0.058557,8,"R$3,74 BRL",,actions:post_engagement,4716,"R$0,01 BRL (Post engagements)",,,4003,9366,3963,,
120217511906230690,HPPY HOUR (SEXTA-FEIRA),120217511247270690,120212792744250690,1320832162469040,ACTIVE,ADSET_PAUSED,OUTCOME_ENGAGEMENT,2025-03-10T13:47:20-0300,"R$29,56 BRL",3027,2231,1.356791,"R$9,77 BRL",28,"0,93%",0.429468,13,"R$2,27 BRL",,actions:onsite_conversion.messaging_conversation_started_7d,5,"R$5,91 BRL (Messaging conversations started)",,,,,,,
120217907551990690,AD 02,120217906270330690,120217906270310690,681534417556163,ACTIVE,CAMPAIGN_PAUSED,OUTCOME_SALES,2025-03-21T15:00:14-0300,"R$29,24 BRL",3153,2027,1.555501,"R$9,27 BRL",38,"1,21%",0.539169,17,"R$1,72 BRL",7,,,Not available (Website purchases),,,72,287,72,actions:offsite_conversion.fb_pixel_purchase,Not available
120209224081660690,AD - Ge Onion e Ge Rib,120209224081690690,120209223227360690,120209224639220690,PAUSED,PAUSED,OUTCOME_SALES,2024-05-15T14:29:39-0300,"R$28,89 BRL",5585,3423,1.63161,"R$5,17 BRL",65,"1,16%",0.447628,25,"R$1,16 BRL",15,actions:offsite_conversion.fb_pixel_purchase,1,"R$28,89 BRL (Website purchases)",1,1.523018,,,,,
120239295316360690,AD - Novo 17.01.26,120237983806680690,120237983806670690,2671759093171589,ACTIVE,CAMPAIGN_PAUSED,OUTCOME_SALES,2026-01-17T18:42:39-0300,"R$27,61 BRL",4992,3309,1.508613,"R$5,53 BRL",45,"0,90%",0.560897,28,"R$0,99 BRL",18,,,Not available (Website purchases),,,165,200,21,actions:offsite_conversion.fb_pixel_purchase,Not available
23856757632240689,AD-01,23856757631980689,23856757631680689,23856757836200689,ACTIVE,CAMPAIGN_PAUSED,OUTCOME_ENGAGEMENT,2023-07-27T21:22:11-0300,"R$27,18 BRL",3462,2792,1.239971,"R$7,85 BRL",37,"1,07%",0.34662,12,"R$2,27 BRL",,actions:onsite_conversion.messaging_conversation_started_7d,5,"R$5,44 BRL (Messaging conversations started)",,,,,,,
120235753630180690,AD - G10-2,120235750598560690,120235750598550690,720247157782114,ACTIVE,CAMPAIGN_PAUSED,OUTCOME_SALES,2025-11-11T16:36:12-0300,"R$26,87 BRL",3454,2663,1.297033,"R$7,78 BRL",27,"0,78%",0.347423,12,"R$2,24 BRL",11,actions:offsite_conversion.fb_pixel_purchase,2,"R$13,44 BRL (Website purchases)",2,4.428731,1,1,,,
120217907552010690,AD 04,120217906270330690,120217906270310690,594713096875864,ACTIVE,CAMPAIGN_PAUSED,OUTCOME_SALES,2025-03-21T15:00:14-0300,"R$26,78 BRL",2788,1608,1.733831,"R$9,61 BRL",29,"1,04%",0.609756,17,"R$1,58 BRL",5,actions:offsite_conversion.fb_pixel_purchase,2,"R$13,39 BRL (Website purchases)",2,5.003734,64,295,38,,
23856442654650689,Vendas - CLIENTEVIP,23856442654540689,23856442654380689,23856443161090689,ACTIVE,CAMPAIGN_PAUSED,OUTCOME_SALES,2023-07-15T18:21:21-0300,"R$26,23 BRL",1901,186,10.22043,"R$13,80 BRL",14,"0,74%",0.420831,8,"R$3,28 BRL",1,actions:offsite_conversion.fb_pixel_purchase,2,"R$13,12 BRL (Website purchases)",2,,,,,,
