date_start,date_stop,amount_spent,impressions,reach,frequency,cpm,clicks,ctr,website_ctr,actions:link_click,cost_per_link_click,outbound_clicks,landing_page_view,actions:omni_purchase,omni_purchase_values,purchase_roas,omni_add_to_cart,omni_initiated_checkout,omni_view_content,post_engagement,video_thruplay_watched_actions,3_second_video_plays,id,name
2023-07-01,2023-07-01,"R$0,00 BRL",0,0,0,,0,,,123,"R$0,00 BRL",118,39,,,,,,,,1608,4842,708536560751820,Gê Burger -> Digital Livre
2023-07-02,2023-07-02,"R$0,00 BRL",0,0,0,,0,,,201,"R$0,00 BRL",86,54,,,,,,,,1839,5492,708536560751820,Gê Burger -> Digital Livre
2023-07-03,2023-07-03,"R$28,02 BRL",17460,15983,1.092411,"R$1,60 BRL",102,"0,58%",0.063001,11,"R$2,55 BRL",4,2,,,,,,,,1809,5210,708536560751820,Gê Burger -> Digital Livre
2023-07-04,2023-07-04,"R$156,80 BRL",44365,37556,1.181303,"R$3,53 BRL",465,"1,05%",0.329088,146,"R$1,07 BRL",68,35,,,,,,,,1709,4817,708536560751820,Gê Burger -> Digital Livre
2023-07-05,2023-07-05,"R$117,79 BRL",36963,30116,1.227354,"R$3,19 BRL",289,"0,78%",0.192084,71,"R$1,66 BRL",53,37,,,,,,,,1622,4509,708536560751820,Gê Burger -> Digital Livre
2023-07-06,2023-07-06,"R$119,93 BRL",34418,28879,1.1918,"R$3,48 BRL",246,"0,71%",0.212098,73,"R$1,64 BRL",57,41,,,,,,,,1425,4320,708536560751820,Gê Burger -> Digital Livre
2023-07-07,2023-07-07,"R$115,87 BRL",33280,27259,1.220881,"R$3,48 BRL",250,"0,75%",0.243389,81,"R$1,43 BRL",55,45,,,,,,,,1386,4339,708536560751820,Gê Burger -> Digital Livre
2023-07-08,2023-07-08,"R$36,94 BRL",16342,15158,1.078111,"R$2,26 BRL",129,"0,79%",0.23253,38,"R$0,97 BRL",9,4,,,,,,,,1486,4583,708536560751820,Gê Burger -> Digital Livre
2023-07-09,2023-07-09,"R$39,69 BRL",19375,17781,1.089646,"R$2,05 BRL",148,"0,76%",0.154839,30,"R$1,32 BRL",4,6,,,,,,,,1726,5267,708536560751820,Gê Burger -> Digital Livre
2023-07-10,2023-07-10,"R$21,37 BRL",14307,13979,1.023464,"R$1,49 BRL",82,"0,57%",0.076885,11,"R$1,94 BRL",5,1,,,,,,,,1624,4931,708536560751820,Gê Burger -> Digital Livre
2023-07-11,2023-07-11,"R$36,49 BRL",16987,15874,1.070115,"R$2,15 BRL",153,"0,90%",0.188379,32,"R$1,14 BRL",3,3,,,,,,,,1597,4589,708536560751820,Gê Burger -> Digital Livre
2023-07-12,2023-07-12,"R$38,97 BRL",16572,15843,1.046014,"R$2,35 BRL",144,"0,87%",0.259474,43,"R$0,91 BRL",8,9,,,,,,,,1414,4324,708536560751820,Gê Burger -> Digital Livre
2023-07-13,2023-07-13,"R$20,54 BRL",12577,12114,1.03822,"R$1,63 BRL",62,"0,49%",0.063608,8,"R$2,57 BRL",1,2,,,,,,,,1441,4317,708536560751820,Gê Burger -> Digital Livre
2023-07-14,2023-07-14,"R$19,45 BRL",11628,11561,1.005795,"R$1,67 BRL",54,"0,46%",0.0344,4,"R$4,86 BRL",2,,,,,,,,,1415,4137,708536560751820,Gê Burger -> Digital Livre
2023-07-15,2023-07-15,"R$26,67 BRL",12115,11556,1.048373,"R$2,20 BRL",68,"0,56%",0.049525,6,"R$4,45 BRL",2,1,,,,,,,,1393,4295,708536560751820,Gê Burger -> Digital Livre
2023-07-16,2023-07-16,"R$21,22 BRL",14024,13370,1.048915,"R$1,51 BRL",78,"0,56%",0.042784,6,"R$3,54 BRL",2,,,,,,,,,1593,4810,708536560751820,Gê Burger -> Digital Livre
2023-07-17,2023-07-17,"R$20,22 BRL",13873,12883,1.076845,"R$1,46 BRL",58,"0,42%",0.021625,3,"R$6,74 BRL",2,,,,,,,,,1625,4777,708536560751820,Gê Burger -> Digital Livre
2023-07-18,2023-07-18,"R$22,53 BRL",10374,10374,1,"R$2,17 BRL",65,"0,63%",0.048197,5,"R$4,51 BRL",1,,,,,,,,,1212,3460,708536560751820,Gê Burger -> Digital Livre
2023-07-19,2023-07-19,"R$18,90 BRL",8245,8161,1.010293,"R$2,29 BRL",43,"0,52%",0.024257,2,"R$9,45 BRL",2,,,,,,,,,1026,2667,708536560751820,Gê Burger -> Digital Livre
2023-07-20,2023-07-20,"R$18,73 BRL",10968,10751,1.020184,"R$1,71 BRL",37,"0,34%",0.03647,4,"R$4,68 BRL",2,1,,,,,,,,1322,3839,708536560751820,Gê Burger -> Digital Livre
2023-07-21,2023-07-21,"R$18,96 BRL",10813,10530,1.026876,"R$1,75 BRL",49,"0,45%",0.027744,3,"R$6,32 BRL",1,,,,,,,,,1284,3846,708536560751820,Gê Burger -> Digital Livre
2023-07-22,2023-07-22,"R$19,62 BRL",11117,10772,1.032027,"R$1,76 BRL",59,"0,53%",0.053971,6,"R$3,27 BRL",1,,,,,,,,,1387,4093,708536560751820,Gê Burger -> Digital Livre
2023-07-23,2023-07-23,"R$20,99 BRL",13090,12680,1.032334,"R$1,60 BRL",67,"0,51%",0.030558,4,"R$5,25 BRL",2,,,,,,,,,1536,4750,708536560751820,Gê Burger -> Digital Livre
2023-07-24,2023-07-24,"R$20,30 BRL",12752,12451,1.024175,"R$1,59 BRL",76,"0,60%",0.047051,6,"R$3,38 BRL",3,,,,,,,,,1487,4381,708536560751820,Gê Burger -> Digital Livre
2023-07-25,2023-07-25,"R$19,84 BRL",11590,11238,1.031322,"R$1,71 BRL",75,"0,65%",0.025884,3,"R$6,61 BRL",,,,,,,,,,1438,4129,708536560751820,Gê Burger -> Digital Livre
2023-07-26,2023-07-26,"R$19,42 BRL",10006,9808,1.020188,"R$1,94 BRL",53,"0,53%",0.029982,3,"R$6,47 BRL",1,,,,,,,,,1313,3796,708536560751820,Gê Burger -> Digital Livre
2023-07-27,2023-07-27,"R$28,66 BRL",10125,9828,1.03022,"R$2,83 BRL",68,"0,67%",0.079012,8,"R$3,58 BRL",2,2,,,,,,,,1061,3265,708536560751820,Gê Burger -> Digital Livre
2023-07-28,2023-07-28,"R$53,39 BRL",11101,9456,1.173964,"R$4,81 BRL",84,"0,76%",0.162148,18,"R$2,97 BRL",6,,,,,,,,,718,2847,708536560751820,Gê Burger -> Digital Livre
2023-07-29,2023-07-29,"R$53,53 BRL",10778,9396,1.147084,"R$4,97 BRL",89,"0,83%",0.139172,15,"R$3,57 BRL",5,3,,,,,,,,721,2903,708536560751820,Gê Burger -> Digital Livre
2023-07-30,2023-07-30,"R$43,26 BRL",11622,10800,1.076111,"R$3,72 BRL",88,"0,76%",0.13767,16,"R$2,70 BRL",3,1,,,,,,,,779,3182,708536560751820,Gê Burger -> Digital Livre
2023-07-31,2023-07-31,"R$22,04 BRL",8861,8040,1.102114,"R$2,49 BRL",47,"0,53%",0.056427,5,"R$4,41 BRL",1,,,,,,,,,818,3088,708536560751820,Gê Burger -> Digital Livre
2023-08-01,2023-08-01,"R$41,07 BRL",13737,12996,1.057018,"R$2,99 BRL",90,"0,66%",0.131033,18,"R$2,28 BRL",2,,,,,,,,,827,3280,708536560751820,Gê Burger -> Digital Livre
2023-08-02,2023-08-02,"R$39,74 BRL",13389,12400,1.079758,"R$2,97 BRL",90,"0,67%",0.18672,25,"R$1,59 BRL",4,1,,,,,,,,842,3293,708536560751820,Gê Burger -> Digital Livre
2023-08-03,2023-08-03,"R$40,70 BRL",13244,11784,1.123897,"R$3,07 BRL",94,"0,71%",0.113259,15,"R$2,71 BRL",3,1,,,,,,,,835,3194,708536560751820,Gê Burger -> Digital Livre
2023-08-04,2023-08-04,"R$41,32 BRL",13448,12209,1.101483,"R$3,07 BRL",88,"0,65%",0.118977,16,"R$2,58 BRL",4,2,,,,,,,,764,2974,708536560751820,Gê Burger -> Digital Livre
2023-08-05,2023-08-05,"R$39,70 BRL",12835,12014,1.068337,"R$3,09 BRL",76,"0,59%",0.140242,18,"R$2,21 BRL",3,4,,,,,,,,776,2988,708536560751820,Gê Burger -> Digital Livre
2023-08-06,2023-08-06,"R$41,34 BRL",14510,13457,1.078249,"R$2,85 BRL",95,"0,65%",0.089593,13,"R$3,18 BRL",1,,,,,,,,,834,3370,708536560751820,Gê Burger -> Digital Livre
2023-08-07,2023-08-07,"R$21,50 BRL",11711,10677,1.096844,"R$1,84 BRL",63,"0,54%",0.008539,1,"R$21,50 BRL",,,,,,,,,,803,3299,708536560751820,Gê Burger -> Digital Livre
2023-08-08,2023-08-08,"R$39,94 BRL",14093,12695,1.110122,"R$2,83 BRL",95,"0,67%",0.14901,21,"R$1,90 BRL",,,,,,,,,,789,3064,708536560751820,Gê Burger -> Digital Livre
2023-08-09,2023-08-09,"R$41,57 BRL",13895,12186,1.140243,"R$2,99 BRL",102,"0,73%",0.129543,18,"R$2,31 BRL",,,,,,,,,,748,2844,708536560751820,Gê Burger -> Digital Livre
2023-08-10,2023-08-10,"R$42,99 BRL",13212,12096,1.092262,"R$3,25 BRL",94,"0,71%",0.113533,15,"R$2,87 BRL",2,,,,,,,,,715,2900,708536560751820,Gê Burger -> Digital Livre
2023-08-11,2023-08-11,"R$39,01 BRL",11267,10265,1.097613,"R$3,46 BRL",77,"0,68%",0.142008,16,"R$2,44 BRL",2,1,,,,,,,,669,2616,708536560751820,Gê Burger -> Digital Livre
2023-08-12,2023-08-12,"R$40,05 BRL",9356,8893,1.052063,"R$4,28 BRL",32,"0,34%",0.074818,7,"R$5,72 BRL",1,,,,,,,,,698,2600,708536560751820,Gê Burger -> Digital Livre
2023-08-13,2023-08-13,"R$41,58 BRL",12084,11256,1.073561,"R$3,44 BRL",80,"0,66%",0.132406,16,"R$2,60 BRL",2,,,,,,,,,791,3027,708536560751820,Gê Burger -> Digital Livre
2023-08-14,2023-08-14,"R$22,17 BRL",8809,8380,1.051193,"R$2,52 BRL",55,"0,62%",0.045408,4,"R$5,54 BRL",1,,,,,,,,,870,3025,708536560751820,Gê Burger -> Digital Livre
2023-08-15,2023-08-15,"R$25,95 BRL",9112,8617,1.057445,"R$2,85 BRL",58,"0,64%",0.032924,3,"R$8,65 BRL",,1,,,,,,,,722,2843,708536560751820,Gê Burger -> Digital Livre
2023-08-16,2023-08-16,"R$19,62 BRL",7481,7200,1.039028,"R$2,62 BRL",42,"0,56%",0.026734,2,"R$9,81 BRL",,,,,,,,,,762,2736,708536560751820,Gê Burger -> Digital Livre
2023-08-17,2023-08-17,"R$19,55 BRL",7365,7018,1.049444,"R$2,65 BRL",39,"0,53%",0.027155,2,"R$9,78 BRL",2,,,,,,,,,761,2733,708536560751820,Gê Burger -> Digital Livre
2023-08-18,2023-08-18,"R$19,49 BRL",7235,6839,1.057903,"R$2,69 BRL",42,"0,58%",0.013822,1,"R$19,49 BRL",1,,,,,,,,,649,2542,708536560751820,Gê Burger -> Digital Livre
2023-08-19,2023-08-19,"R$19,96 BRL",7548,7253,1.040673,"R$2,64 BRL",36,"0,48%",0.013249,1,"R$19,96 BRL",1,,,,,,,,,749,2759,708536560751820,Gê Burger -> Digital Livre
2023-08-20,2023-08-20,"R$21,20 BRL",8576,8517,1.006927,"R$2,47 BRL",62,"0,72%",0.034981,3,"R$7,07 BRL",2,,,,,,,,,847,3139,708536560751820,Gê Burger -> Digital Livre
2023-08-21,2023-08-21,"R$20,43 BRL",8208,7948,1.032713,"R$2,49 BRL",51,"0,62%",0.03655,3,"R$6,81 BRL",2,,,,,,,,,758,2939,708536560751820,Gê Burger -> Digital Livre
2023-08-22,2023-08-22,"R$19,97 BRL",7343,6977,1.052458,"R$2,72 BRL",59,"0,80%",0.027237,2,"R$9,99 BRL",1,,,,,,,,,714,2707,708536560751820,Gê Burger -> Digital Livre
2023-08-23,2023-08-23,"R$19,58 BRL",7114,6784,1.048644,"R$2,75 BRL",37,"0,52%",0.04217,3,"R$6,53 BRL",1,,,,,,,,,692,2611,708536560751820,Gê Burger -> Digital Livre
2023-08-24,2023-08-24,"R$19,49 BRL",7264,6902,1.052449,"R$2,68 BRL",39,"0,54%",0.0413,3,"R$6,50 BRL",,,,,,,,,,643,2621,708536560751820,Gê Burger -> Digital Livre
2023-08-25,2023-08-25,"R$19,22 BRL",7011,6873,1.020079,"R$2,74 BRL",38,"0,54%",0.04279,3,"R$6,41 BRL",2,,,,,,,,,675,2481,708536560751820,Gê Burger -> Digital Livre
2023-08-26,2023-08-26,"R$20,11 BRL",7765,7364,1.054454,"R$2,59 BRL",43,"0,55%",0.051513,4,"R$5,03 BRL",1,,,,,,,,,682,2717,708536560751820,Gê Burger -> Digital Livre
2023-08-27,2023-08-27,"R$21,10 BRL",8868,8172,1.085169,"R$2,38 BRL",43,"0,48%",0.03383,3,"R$7,03 BRL",2,,,,,,,,,706,3008,708536560751820,Gê Burger -> Digital Livre
2023-08-28,2023-08-28,"R$20,30 BRL",7759,7667,1.011999,"R$2,62 BRL",50,"0,64%",0.051553,4,"R$5,08 BRL",1,,,,,,,,,685,2706,708536560751820,Gê Burger -> Digital Livre
2023-08-29,2023-08-29,"R$20,01 BRL",7325,7030,1.041963,"R$2,73 BRL",32,"0,44%",0.013652,1,"R$20,01 BRL",1,,,,,,,,,682,2559,708536560751820,Gê Burger -> Digital Livre
2023-08-30,2023-08-30,"R$19,56 BRL",6807,6651,1.023455,"R$2,87 BRL",39,"0,57%",0.029382,2,"R$9,78 BRL",1,,,,,,,,,615,2411,708536560751820,Gê Burger -> Digital Livre
2023-08-31,2023-08-31,"R$19,79 BRL",7300,6899,1.058124,"R$2,71 BRL",38,"0,52%",0.027397,2,"R$9,90 BRL",1,,,,,,,,,659,2479,708536560751820,Gê Burger -> Digital Livre
2023-09-01,2023-09-01,"R$19,26 BRL",7604,7226,1.052311,"R$2,53 BRL",23,"0,30%",0.013151,1,"R$19,26 BRL",1,,,,,,,,,672,2488,708536560751820,Gê Burger -> Digital Livre
2023-09-02,2023-09-02,"R$19,98 BRL",8270,7717,1.07166,"R$2,42 BRL",43,"0,52%",0.048368,4,"R$5,00 BRL",1,,,,,,,,,750,2689,708536560751820,Gê Burger -> Digital Livre
2023-09-03,2023-09-03,"R$21,12 BRL",9718,9184,1.058145,"R$2,17 BRL",41,"0,42%",0.02058,2,"R$10,56 BRL",2,,,,,,,,,748,3159,708536560751820,Gê Burger -> Digital Livre
2023-09-04,2023-09-04,"R$20,36 BRL",8743,8199,1.06635,"R$2,33 BRL",46,"0,53%",0.045751,4,"R$5,09 BRL",4,,,,,,,,,749,2880,708536560751820,Gê Burger -> Digital Livre
2023-09-05,2023-09-05,"R$19,74 BRL",8693,8161,1.065188,"R$2,27 BRL",55,"0,63%",0.034511,3,"R$6,58 BRL",1,,,,,,,,,752,2937,708536560751820,Gê Burger -> Digital Livre
2023-09-06,2023-09-06,"R$19,45 BRL",7760,7217,1.075239,"R$2,51 BRL",34,"0,44%",0.03866,3,"R$6,48 BRL",2,,,,,,,,,711,2739,708536560751820,Gê Burger -> Digital Livre
2023-09-07,2023-09-07,"R$19,80 BRL",7933,7645,1.037672,"R$2,50 BRL",28,"0,35%",0.025211,2,"R$9,90 BRL",1,,,,,,,,,697,2722,708536560751820,Gê Burger -> Digital Livre
2023-09-08,2023-09-08,"R$19,44 BRL",8025,7468,1.074585,"R$2,42 BRL",28,"0,35%",0.049844,4,"R$4,86 BRL",4,,,,,,,,,684,2718,708536560751820,Gê Burger -> Digital Livre
2023-09-09,2023-09-09,"R$20,09 BRL",8453,8166,1.035146,"R$2,38 BRL",45,"0,53%",0.02366,2,"R$10,05 BRL",2,,,,,,,,,751,2949,708536560751820,Gê Burger -> Digital Livre
2023-09-10,2023-09-10,"R$21,11 BRL",9129,8942,1.020913,"R$2,31 BRL",43,"0,47%",0.043816,4,"R$5,28 BRL",3,,,,,,,,,750,3036,708536560751820,Gê Burger -> Digital Livre
2023-09-11,2023-09-11,"R$20,35 BRL",8078,7749,1.042457,"R$2,52 BRL",25,"0,31%",0.012379,1,"R$20,35 BRL",,,,,,,,,,683,2715,708536560751820,Gê Burger -> Digital Livre
2023-09-12,2023-09-12,"R$19,84 BRL",7402,7118,1.039899,"R$2,68 BRL",38,"0,51%",0.04053,3,"R$6,61 BRL",1,,,,,,,,,754,2713,708536560751820,Gê Burger -> Digital Livre
2023-09-13,2023-09-13,"R$4,14 BRL",1254,1254,1,"R$3,30 BRL",7,"0,56%",0.079745,1,"R$4,14 BRL",1,,,,,,,,,151,475,708536560751820,Gê Burger -> Digital Livre
2023-09-27,2023-09-27,"R$35,65 BRL",8272,7227,1.144597,"R$4,31 BRL",77,"0,93%",0.229691,19,"R$1,88 BRL",19,9,,,,,,,,70,331,708536560751820,Gê Burger -> Digital Livre
2023-09-28,2023-09-28,"R$34,92 BRL",8983,7511,1.195979,"R$3,89 BRL",64,"0,71%",0.077925,7,"R$4,99 BRL",7,6,,,,,,,,52,316,708536560751820,Gê Burger -> Digital Livre
2023-09-29,2023-09-29,"R$26,53 BRL",3396,2063,1.646146,"R$7,81 BRL",35,"1,03%",0.206125,7,"R$3,79 BRL",7,2,,,,,,,,35,114,708536560751820,Gê Burger -> Digital Livre
2023-09-30,2023-09-30,"R$25,79 BRL",4104,2542,1.614477,"R$6,28 BRL",65,"1,58%",0.41423,17,"R$1,52 BRL",17,12,,,,,,,,50,133,708536560751820,Gê Burger -> Digital Livre
2023-10-01,2023-10-01,"R$26,37 BRL",5206,3369,1.545266,"R$5,07 BRL",91,"1,75%",0.441798,23,"R$1,15 BRL",21,18,,,,,,,,37,121,708536560751820,Gê Burger -> Digital Livre
2023-10-03,2023-10-03,"R$30,92 BRL",5416,3526,1.536018,"R$5,71 BRL",85,"1,57%",0.461595,25,"R$1,24 BRL",24,14,,,,,,,,24,75,708536560751820,Gê Burger -> Digital Livre
2023-10-04,2023-10-04,"R$35,91 BRL",6756,4451,1.517861,"R$5,32 BRL",118,"1,75%",0.370041,25,"R$1,44 BRL",22,18,,,,,,,,,1,708536560751820,Gê Burger -> Digital Livre
2023-10-05,2023-10-05,"R$29,49 BRL",5039,3449,1.461003,"R$5,85 BRL",71,"1,41%",0.317523,16,"R$1,84 BRL",15,6,,,,,,,,,4,708536560751820,Gê Burger -> Digital Livre
2023-10-06,2023-10-06,"R$29,79 BRL",6462,4867,1.327717,"R$4,61 BRL",90,"1,39%",0.402352,26,"R$1,15 BRL",26,16,,,,,,,,,2,708536560751820,Gê Burger -> Digital Livre
2023-10-07,2023-10-07,"R$24,09 BRL",7798,5957,1.309048,"R$3,09 BRL",109,"1,40%",0.525776,41,"R$0,59 BRL",37,30,,,,,,,,,7,708536560751820,Gê Burger -> Digital Livre
2023-10-08,2023-10-08,"R$17,09 BRL",6339,4847,1.307819,"R$2,70 BRL",67,"1,06%",0.331283,21,"R$0,81 BRL",21,15,,,,,,,,,8,708536560751820,Gê Burger -> Digital Livre
2023-10-09,2023-10-09,"R$0,00 BRL",1,1,1,"R$0,00 BRL",0,"0,00%",,,,,1,,,,,,,,,,708536560751820,Gê Burger -> Digital Livre
2023-10-10,2023-10-10,"R$14,16 BRL",3425,2764,1.239146,"R$4,13 BRL",60,"1,75%",0.437956,15,"R$0,94 BRL",15,11,,,,,,,,,4,708536560751820,Gê Burger -> Digital Livre
2023-10-11,2023-10-11,"R$13,59 BRL",3867,3058,1.264552,"R$3,51 BRL",43,"1,11%",0.336178,13,"R$1,05 BRL",13,11,,,,,,,,,6,708536560751820,Gê Burger -> Digital Livre
2023-10-12,2023-10-12,"R$13,43 BRL",4417,3526,1.252694,"R$3,04 BRL",46,"1,04%",0.271678,12,"R$1,12 BRL",12,7,,,,,,,,2,2,708536560751820,Gê Burger -> Digital Livre
2023-10-13,2023-10-13,"R$13,26 BRL",2779,1793,1.549916,"R$4,77 BRL",39,"1,40%",0.43181,12,"R$1,11 BRL",10,8,,,,,,,,,2,708536560751820,Gê Burger -> Digital Livre
2023-10-14,2023-10-14,"R$12,03 BRL",3251,2335,1.392291,"R$3,70 BRL",44,"1,35%",0.307598,10,"R$1,20 BRL",10,10,,,,,,,,1,4,708536560751820,Gê Burger -> Digital Livre
2023-10-15,2023-10-15,"R$12,80 BRL",4001,2707,1.47802,"R$3,20 BRL",48,"1,20%",0.324919,13,"R$0,98 BRL",13,11,,,,,,,,,2,708536560751820,Gê Burger -> Digital Livre
2023-10-17,2023-10-17,"R$11,80 BRL",3308,2800,1.181429,"R$3,57 BRL",36,"1,09%",0.211608,7,"R$1,69 BRL",3,2,,,,,,,,233,498,708536560751820,Gê Burger -> Digital Livre
2023-10-18,2023-10-18,"R$23,01 BRL",8401,7038,1.193663,"R$2,74 BRL",58,"0,69%",0.17855,15,"R$1,53 BRL",10,6,,,,,,,,853,1530,708536560751820,Gê Burger -> Digital Livre
2023-10-19,2023-10-19,"R$22,97 BRL",8691,7416,1.171926,"R$2,64 BRL",55,"0,63%",0.115062,10,"R$2,30 BRL",8,7,,,,,,,,935,1564,708536560751820,Gê Burger -> Digital Livre
2023-10-20,2023-10-20,"R$23,05 BRL",8018,6893,1.163209,"R$2,87 BRL",64,"0,80%",0.199551,16,"R$1,44 BRL",12,7,,,,,,,,795,1437,708536560751820,Gê Burger -> Digital Livre
2023-10-21,2023-10-21,"R$23,19 BRL",8439,7459,1.131385,"R$2,75 BRL",66,"0,78%",0.284394,24,"R$0,97 BRL",18,12,,,,,,,,814,1484,708536560751820,Gê Burger -> Digital Livre
2023-10-22,2023-10-22,"R$32,51 BRL",12279,9969,1.231718,"R$2,65 BRL",121,"0,99%",0.325759,40,"R$0,81 BRL",31,21,,,,,,,,956,1653,708536560751820,Gê Burger -> Digital Livre
2023-10-23,2023-10-23,"R$10,50 BRL",6146,5992,1.025701,"R$1,71 BRL",24,"0,39%",0.048812,3,"R$3,50 BRL",,1,,,,,,,,1048,1731,708536560751820,Gê Burger -> Digital Livre
2023-10-24,2023-10-24,"R$38,02 BRL",11267,9786,1.151339,"R$3,37 BRL",128,"1,14%",0.399396,45,"R$0,84 BRL",38,24,,,,,,,,970,1776,708536560751820,Gê Burger -> Digital Livre
2023-10-25,2023-10-25,"R$52,10 BRL",12766,11151,1.14483,"R$4,08 BRL",95,"0,74%",0.203666,26,"R$2,00 BRL",22,14,,,,,,,,991,1717,708536560751820,Gê Burger -> Digital Livre
2023-10-26,2023-10-26,"R$50,97 BRL",13009,11119,1.169979,"R$3,92 BRL",87,"0,67%",0.253671,33,"R$1,54 BRL",26,15,,,,,,,,952,1611,708536560751820,Gê Burger -> Digital Livre
2023-10-27,2023-10-27,"R$28,01 BRL",10315,8638,1.194142,"R$2,72 BRL",88,"0,85%",0.232671,24,"R$1,17 BRL",20,13,,,,,,,,910,1541,708536560751820,Gê Burger -> Digital Livre
2023-10-28,2023-10-28,"R$26,54 BRL",12110,10613,1.141053,"R$2,19 BRL",75,"0,62%",0.132122,16,"R$1,66 BRL",12,14,,,,,,,,958,1634,708536560751820,Gê Burger -> Digital Livre
2023-10-29,2023-10-29,"R$28,45 BRL",13116,11213,1.169714,"R$2,17 BRL",81,"0,62%",0.167734,22,"R$1,29 BRL",16,9,,,,,,,,979,1670,708536560751820,Gê Burger -> Digital Livre
2023-10-30,2023-10-30,"R$9,90 BRL",6071,6071,1,"R$1,63 BRL",24,"0,40%",0.032944,2,"R$4,95 BRL",,,,,,,,,,1021,1662,708536560751820,Gê Burger -> Digital Livre
2023-10-31,2023-10-31,"R$30,71 BRL",12128,10598,1.144367,"R$2,53 BRL",106,"0,87%",0.164908,20,"R$1,54 BRL",16,12,,,,,,,,922,1655,708536560751820,Gê Burger -> Digital Livre
2023-11-01,2023-11-01,"R$28,28 BRL",10251,8672,1.18208,"R$2,76 BRL",99,"0,97%",0.351185,36,"R$0,79 BRL",18,13,,,,,,,,898,1818,708536560751820,Gê Burger -> Digital Livre
2023-11-02,2023-11-02,"R$29,42 BRL",11481,10422,1.101612,"R$2,56 BRL",126,"1,10%",0.479052,55,"R$0,53 BRL",37,26,,,,,,,,3159,4555,708536560751820,Gê Burger -> Digital Livre
2023-11-03,2023-11-03,"R$23,41 BRL",11424,10766,1.061118,"R$2,05 BRL",152,"1,33%",0.420168,48,"R$0,49 BRL",17,8,,,,,,,,3953,5345,708536560751820,Gê Burger -> Digital Livre
2023-11-04,2023-11-04,"R$33,30 BRL",15336,14058,1.090909,"R$2,17 BRL",178,"1,16%",0.306468,47,"R$0,71 BRL",25,19,,,,,,,,3962,5966,708536560751820,Gê Burger -> Digital Livre
2023-11-05,2023-11-05,"R$31,85 BRL",16404,15253,1.075461,"R$1,94 BRL",144,"0,88%",0.298708,49,"R$0,65 BRL",32,13,,,,,,,,4267,6538,708536560751820,Gê Burger -> Digital Livre
2023-11-06,2023-11-06,"R$19,96 BRL",12713,12222,1.040173,"R$1,57 BRL",92,"0,72%",0.117989,15,"R$1,33 BRL",1,3,,,,,,,,4063,6221,708536560751820,Gê Burger -> Digital Livre
2023-11-07,2023-11-07,"R$30,27 BRL",13512,12603,1.072126,"R$2,24 BRL",120,"0,89%",0.259029,35,"R$0,86 BRL",24,9,,,,,,,,3612,5666,708536560751820,Gê Burger -> Digital Livre
2023-11-08,2023-11-08,"R$31,67 BRL",12431,11786,1.054726,"R$2,55 BRL",110,"0,88%",0.289599,36,"R$0,88 BRL",23,7,,,,,,,,3235,5045,708536560751820,Gê Burger -> Digital Livre
2023-11-09,2023-11-09,"R$29,24 BRL",11692,10589,1.104165,"R$2,50 BRL",105,"0,90%",0.196716,23,"R$1,27 BRL",18,9,,,,,,,,3265,5052,708536560751820,Gê Burger -> Digital Livre
2023-11-10,2023-11-10,"R$30,74 BRL",12177,11356,1.072297,"R$2,52 BRL",113,"0,93%",0.238154,29,"R$1,06 BRL",20,9,,,,,,,,3546,5415,708536560751820,Gê Burger -> Digital Livre
2023-11-11,2023-11-11,"R$32,91 BRL",13441,12193,1.102354,"R$2,45 BRL",131,"0,97%",0.349676,47,"R$0,70 BRL",32,20,,,,,,,,3591,5512,708536560751820,Gê Burger -> Digital Livre
2023-11-12,2023-11-12,"R$33,03 BRL",15123,14172,1.067104,"R$2,18 BRL",140,"0,93%",0.27111,41,"R$0,81 BRL",22,9,,,,,,,,3832,5941,708536560751820,Gê Burger -> Digital Livre
2023-11-13,2023-11-13,"R$18,97 BRL",11724,11688,1.00308,"R$1,62 BRL",111,"0,95%",0.162061,19,"R$1,00 BRL",2,1,,,,,,,,3699,5815,708536560751820,Gê Burger -> Digital Livre
2023-11-14,2023-11-14,"R$29,80 BRL",13410,12957,1.034962,"R$2,22 BRL",115,"0,86%",0.201342,27,"R$1,10 BRL",17,5,,,,,,,,3459,5699,708536560751820,Gê Burger -> Digital Livre
2023-11-15,2023-11-15,"R$29,67 BRL",13370,12321,1.085139,"R$2,22 BRL",140,"1,05%",0.26926,36,"R$0,82 BRL",21,12,,,,,,,,3442,5641,708536560751820,Gê Burger -> Digital Livre
2023-11-16,2023-11-16,"R$21,08 BRL",4865,4259,1.142287,"R$4,33 BRL",81,"1,66%",0.698869,34,"R$0,62 BRL",30,17,,,,,,,,203,642,708536560751820,Gê Burger -> Digital Livre
2023-11-17,2023-11-17,"R$16,82 BRL",4037,3520,1.146875,"R$4,17 BRL",43,"1,07%",0.396334,16,"R$1,05 BRL",16,11,,,,,,,,181,571,708536560751820,Gê Burger -> Digital Livre
2023-11-18,2023-11-18,"R$25,76 BRL",5317,4408,1.206216,"R$4,84 BRL",71,"1,34%",0.54542,29,"R$0,89 BRL",29,21,,,,,,,,181,597,708536560751820,Gê Burger -> Digital Livre
2023-11-19,2023-11-19,"R$23,64 BRL",5036,4126,1.220553,"R$4,69 BRL",61,"1,21%",0.397141,20,"R$1,18 BRL",17,10,,,,,,,,179,635,708536560751820,Gê Burger -> Digital Livre
