id,name,campaign_id,status,effective_status,delivery.status,delivery.substatuses,optimization_goal,bid_strategy,daily_budget,lifetime_budget,start_time,created_time,updated_time,attribution_setting,amount_spent,impressions,reach,frequency,cpm,clicks,ctr,website_ctr,actions:link_click,cost_per_link_click,landing_page_view,results,results_value,cost_per_result.value,actions:omni_purchase,omni_purchase_values,purchase_roas,end_time,results.indicator,results.value
120237617301900690,Post do Instagram: Aqui na Ge tem tudo que você...,120237617301260690,ACTIVE,CAMPAIGN_PAUSED,inactive,"[""campaign_off""]",VISIT_INSTAGRAM_PROFILE,,,,2025-12-14T05:55:45-0300,2025-12-13T22:06:03-0300,2025-12-13T22:06:20-0300,1d_view_7d_click,"R$146,49 BRL",7231,5437,1.329961,"R$20,26 BRL",223,"3,08%",3.332872,241,"R$0,61 BRL",5,profile_visit_view,248,"R$0,59 BRL (Instagram profile visits)",,,,2025-12-21T05:55:45-0300,,
120230749821280690,[P. ADV][18 a 43] — [IMG],120230749744780690,ACTIVE,CAMPAIGN_PAUSED,inactive,"[""campaign_off""]",OFFSITE_CONVERSIONS,,,,2025-08-19T17:42:28-0300,2025-08-19T17:42:27-0300,2025-08-19T17:42:45-0300,1d_view_7d_click,"R$143,86 BRL",21480,7574,2.836018,"R$6,70 BRL",162,"0,75%",0.456238,98,"R$1,47 BRL",76,actions:offsite_conversion.fb_pixel_purchase,5,"R$28,77 BRL (Website purchases)",5,"R$396,80 BRL",2.758237,2025-08-31T23:01:00-0300,,
120229891871530690,Instagram Post,120229891867760690,ACTIVE,CAMPAIGN_PAUSED,inactive,"[""campaign_off""]",VISIT_INSTAGRAM_PROFILE,,,,2025-08-06T11:40:31-0300,2025-08-06T11:40:01-0300,2025-08-06T11:40:58-0300,1d_view_7d_click,"R$143,53 BRL",16812,10090,1.666204,"R$8,54 BRL",212,"1,26%",1.290745,217,"R$0,66 BRL",2,profile_visit_view,213,"R$0,67 BRL (Instagram profile visits)",,,,2025-08-13T11:40:31-0300,,
120228304951700690,Instagram Post,120228304951650690,ACTIVE,CAMPAIGN_PAUSED,inactive,"[""campaign_off""]",VISIT_INSTAGRAM_PROFILE,,,,2025-07-17T11:55:36-0300,2025-07-17T11:55:06-0300,2025-07-17T11:55:40-0300,1d_view_7d_click,"R$143,27 BRL",20029,10906,1.836512,"R$7,15 BRL",154,"0,77%",0.773878,155,"R$0,92 BRL",2,profile_visit_view,161,"R$0,89 BRL (Instagram profile visits)",,,,2025-07-24T11:55:36-0300,,
120230944808180690,Instagram Post,120230944807510690,ACTIVE,CAMPAIGN_PAUSED,inactive,"[""campaign_off""]",VISIT_INSTAGRAM_PROFILE,,,,2025-08-22T12:04:09-0300,2025-08-22T12:03:39-0300,2025-08-22T12:04:38-0300,1d_view_7d_click,"R$142,93 BRL",24661,11724,2.103463,"R$5,80 BRL",233,"0,94%",0.948867,234,"R$0,61 BRL",4,profile_visit_view,236,"R$0,61 BRL (Instagram profile visits)",,,,2025-08-29T12:04:09-0300,,
120248476524000690,ADV,120248476524020690,ACTIVE,CAMPAIGN_PAUSED,inactive,"[""campaign_off""]",OFFSITE_CONVERSIONS,,,,2026-06-19T09:56:29-0300,2026-06-19T09:56:29-0300,2026-06-19T09:56:47-0300,1d_view_7d_click_1d_ev,"R$142,75 BRL",19785,11626,1.701789,"R$7,22 BRL",171,"0,86%",0.41951,83,"R$1,72 BRL",18,actions:offsite_conversion.fb_pixel_purchase,2,"R$71,38 BRL (Website purchases)",2,"R$126,00 BRL",0.882662,2026-07-05T23:30:00-0300,,
120242342202450690,Post do Instagram: Arrasta pro lado e vê o que te...,120242342202290690,ACTIVE,CAMPAIGN_PAUSED,inactive,"[""campaign_off""]",VISIT_INSTAGRAM_PROFILE,,,,2026-03-23T00:09:23-0300,2026-03-22T19:10:15-0300,2026-03-22T19:10:34-0300,1d_view_7d_click,"R$141,58 BRL",17368,12047,1.441687,"R$8,15 BRL",251,"1,45%",1.427913,248,"R$0,57 BRL",11,profile_visit_view,255,"R$0,56 BRL (Instagram profile visits)",,,,2026-03-30T00:09:23-0300,,
120241579268450690,"Post do Instagram: O nome dele é Clássico, e você...",120241579267830690,ACTIVE,CAMPAIGN_PAUSED,inactive,"[""campaign_off""]",VISIT_INSTAGRAM_PROFILE,,,,2026-03-04T12:52:17-0300,2026-03-04T12:51:55-0300,2026-03-04T12:52:13-0300,1d_view_7d_click,"R$141,39 BRL",23155,12962,1.786376,"R$6,11 BRL",339,"1,46%",1.494278,346,"R$0,41 BRL",17,profile_visit_view,355,"R$0,40 BRL (Instagram profile visits)",,,,2026-03-11T12:52:17-0300,,
120245078887430690,ADV — [GeBox - Semana do dia 06/05],120245078887450690,ACTIVE,CAMPAIGN_PAUSED,inactive,"[""campaign_off""]",OFFSITE_CONVERSIONS,,,,2026-05-06T17:04:50-0300,2026-05-06T17:04:49-0300,2026-05-07T21:32:43-0300,1d_view_7d_click_1d_ev,"R$137,42 BRL",20685,11552,1.790599,"R$6,64 BRL",248,"1,20%",0.696157,144,"R$0,95 BRL",115,actions:offsite_conversion.fb_pixel_purchase,10,"R$13,74 BRL (Website purchases)",10,"R$373,10 BRL",2.715034,2026-05-31T23:30:00-0300,,
120224532621790690,[P. ADV][RAIO 5km],120224532621730690,ACTIVE,CAMPAIGN_PAUSED,inactive,"[""campaign_off""]",CONVERSATIONS,,,,2025-05-23T20:16:18-0300,2025-05-23T20:16:18-0300,2025-05-23T20:16:35-0300,1d_view_7d_click,"R$131,15 BRL",9876,7818,1.263239,"R$13,28 BRL",156,"1,58%",0.617659,61,"R$2,15 BRL",9,actions:onsite_conversion.messaging_conversation_started_7d,31,"R$4,23 BRL (Messaging conversations started)",2,"R$14.119,80 BRL",107.661456,2025-05-31T23:00:00-0300,,
120226958063440690,[P. SEMELHANTE IC][18 a 43],120226897894620690,ACTIVE,CAMPAIGN_PAUSED,inactive,"[""campaign_off""]",OFFSITE_CONVERSIONS,Highest volume,"R$0,00 BRL","R$450,00 BRL",2025-06-26T16:24:41-0300,2025-06-26T16:24:40-0300,2025-06-26T16:24:58-0300,1d_view_7d_click_1d_ev,"R$129,15 BRL",19137,14499,1.319884,"R$6,75 BRL",344,"1,80%",0.611381,117,"R$1,10 BRL",94,actions:offsite_conversion.fb_pixel_purchase,5,"R$25,83 BRL (Website purchases)",5,"R$441,80 BRL",3.420828,2025-07-06T23:30:00-0300,,
120225007386230690,[P. Direcionado][RAIO 5km],120225007386020690,ACTIVE,CAMPAIGN_PAUSED,inactive,"[""campaign_off""]",OFFSITE_CONVERSIONS,,,,2025-05-31T17:00:00-0300,2025-05-31T09:18:36-0300,2025-05-31T09:18:53-0300,1d_view_7d_click_1d_ev,"R$128,72 BRL",15315,8787,1.742916,"R$8,40 BRL",196,"1,28%",0.522364,80,"R$1,61 BRL",70,actions:offsite_conversion.fb_pixel_purchase,10,"R$12,87 BRL (Website purchases)",10,"R$973,20 BRL",7.560597,2025-06-29T23:15:00-0300,,
120208291885670690,[P. FRIO][INTERESSES][GEO 2KM],120203967962960690,PAUSED,PAUSED,off,"[""off""]",IMPRESSIONS,Highest volume,"R$5,50 BRL","R$0,00 BRL",2024-04-17T14:52:32-0300,2024-04-17T14:52:32-0300,2024-05-09T20:21:09-0300,1d_view_7d_click,"R$121,62 BRL",98892,18154,5.447395,"R$1,23 BRL",147,"0,15%",0.085952,85,"R$1,43 BRL",,reach,18154,"R$6,70 BRL (Reach)",,,,,,
120217906270330690,P.ABERO - ADVANTAGE+ - GEBOX,120217906270310690,ACTIVE,CAMPAIGN_PAUSED,inactive,"[""campaign_off""]",OFFSITE_CONVERSIONS,,,,2025-03-21T15:00:13-0300,2025-03-21T15:00:13-0300,2025-03-21T15:00:13-0300,1d_view_7d_click_1d_ev,"R$119,52 BRL",12866,4469,2.878944,"R$9,29 BRL",131,"1,02%",0.48189,62,"R$1,93 BRL",28,actions:offsite_conversion.fb_pixel_purchase,7,"R$17,07 BRL (Website purchases)",7,"R$24.684,50 BRL",206.530288,2025-05-31T14:36:00-0300,,
120246629124390690,ADV — [GeRib - Semana do dia 26.05],120245515017160690,ACTIVE,CAMPAIGN_PAUSED,inactive,"[""campaign_off""]",OFFSITE_CONVERSIONS,,,,2026-05-26T14:22:35-0300,2026-05-26T14:22:35-0300,2026-05-26T14:22:52-0300,1d_view_7d_click_1d_ev,"R$110,67 BRL",13593,4980,2.729518,"R$8,14 BRL",111,"0,82%",0.544398,74,"R$1,50 BRL",45,actions:offsite_conversion.fb_pixel_purchase,4,"R$27,67 BRL (Website purchases)",4,"R$192,50 BRL",1.739405,2026-05-31T23:30:00-0300,,
120227735215500690,Instagram Post,120227735215460690,ACTIVE,CAMPAIGN_PAUSED,inactive,"[""campaign_off""]",VISIT_INSTAGRAM_PROFILE,,,,2025-07-08T12:44:35-0300,2025-07-08T12:44:05-0300,2025-07-08T12:44:05-0300,1d_view_7d_click,"R$108,51 BRL",18799,11158,1.6848,"R$5,77 BRL",198,"1,05%",1.069206,201,"R$0,54 BRL",6,profile_visit_view,203,"R$0,53 BRL (Instagram profile visits)",,,,2025-07-15T12:44:35-0300,,
120227808336090690,Instagram Post,120227808335820690,ACTIVE,CAMPAIGN_PAUSED,inactive,"[""campaign_off""]",VISIT_INSTAGRAM_PROFILE,,,,2025-07-09T13:28:48-0300,2025-07-09T13:28:18-0300,2025-07-09T13:28:18-0300,1d_view_7d_click,"R$108,50 BRL",21422,10321,2.075574,"R$5,06 BRL",91,"0,42%",0.424797,91,"R$1,19 BRL",1,profile_visit_view,96,"R$1,13 BRL (Instagram profile visits)",,,,2025-07-16T13:28:48-0300,,
120210099318540690,Instagram Post,120210099318520690,ACTIVE,CAMPAIGN_PAUSED,inactive,"[""campaign_off""]",VISIT_INSTAGRAM_PROFILE,,,,2024-06-22T11:24:25-0300,2024-06-22T11:23:55-0300,2024-06-22T11:23:55-0300,1d_view_7d_click,"R$107,85 BRL",20518,11563,1.774453,"R$5,26 BRL",151,"0,74%",0.735939,151,"R$0,71 BRL",4,profile_visit_view,172,"R$0,63 BRL (Instagram profile visits)",,,,2024-06-29T11:24:25-0300,,
120245245253720690,[Raio 2km],120245243455420690,ACTIVE,CAMPAIGN_PAUSED,inactive,"[""campaign_off""]",REACH,,,,2026-05-09T00:01:00-0300,2026-05-08T20:14:14-0300,2026-05-08T20:14:30-0300,1d_view_7d_click,"R$103,12 BRL",85961,28890,2.975459,"R$1,20 BRL",248,"0,29%",0.141925,122,"R$0,85 BRL",1,reach,28890,"R$3,57 BRL (Reach)",,,,,,
120250340145440690,ADV [3km],120250340145410690,ACTIVE,CAMPAIGN_PAUSED,inactive,"[""campaign_off""]",OFFSITE_CONVERSIONS,,,,2026-08-11T11:54:40-0300,2026-08-11T11:54:40-0300,2026-08-11T11:54:57-0300,1d_view_7d_click_1d_ev,"R$102,38 BRL",11960,3455,3.46165,"R$8,56 BRL",64,"0,54%",0.317726,38,"R$2,69 BRL",16,actions:offsite_conversion.fb_pixel_purchase,2,"R$51,19 BRL (Website purchases)",2,"R$115,90 BRL",1.132057,2026-08-23T14:50:00-0300,,
120210562729950690,[P. FRIO][FOCO 2KM[21 a 43][TESTE],120210345926650690,PAUSED,PAUSED,off,"[""off""]",OFFSITE_CONVERSIONS,Highest volume,"R$0,00 BRL","R$300,00 BRL",2024-07-17T21:39:40-0300,2024-07-17T21:39:40-0300,2024-07-30T13:31:51-0300,1d_view_7d_click,"R$101,20 BRL",21261,11367,1.870414,"R$4,76 BRL",256,"1,20%",0.465641,99,"R$1,02 BRL",60,actions:offsite_conversion.fb_pixel_purchase,4,"R$25,30 BRL (Website purchases)",4,"R$15.230,80 BRL",150.501976,2024-08-16T23:23:00-0300,,
23859402361840689,"[P. MORNO][IG, FB & SITE][GEO 10KM]",23859395383330689,ACTIVE,CAMPAIGN_PAUSED,inactive,"[""campaign_off""]",OFFSITE_CONVERSIONS,Highest volume,"R$0,00 BRL","R$350,00 BRL",2023-09-27T15:01:50-0300,2023-09-27T15:01:50-0300,2023-10-05T00:34:55-0300,1d_view_7d_click,"R$99,35 BRL",10570,1702,6.210341,"R$9,40 BRL",156,"1,48%",0.350047,37,"R$2,69 BRL",25,actions:offsite_conversion.fb_pixel_purchase,7,"R$14,19 BRL (Website purchases)",7,"R$269,94 BRL",2.717061,2023-10-27T14:21:50-0300,,
120236177436980690,ADV - [3km] — Black 02,120227813792370690,PAUSED,PAUSED,off,"[""off""]",THRUPLAY,Highest volume,"R$20,00 BRL","R$0,00 BRL",2025-11-19T00:01:00-0300,2025-11-18T21:56:19-0300,2025-11-23T21:40:21-0300,1d_view_7d_click,"R$98,18 BRL",29448,18965,1.552755,"R$3,33 BRL",132,"0,45%",0.115458,34,"R$2,89 BRL",,video_thruplay_watched_actions,3668,"R$0,03 BRL (video_thruplay_watched_actions)",,,,,,
120248922999870690,ADV — [PROMO FESTIVAL],120248922999800690,ACTIVE,CAMPAIGN_PAUSED,inactive,"[""campaign_off""]",OFFSITE_CONVERSIONS,,,,2026-06-26T17:00:00-0300,2026-06-25T22:31:56-0300,2026-06-25T22:32:14-0300,1d_view_7d_click_1d_ev,"R$97,28 BRL",10827,4135,2.61838,"R$8,98 BRL",107,"0,99%",0.591115,64,"R$1,52 BRL",46,actions:offsite_conversion.fb_pixel_purchase,6,"R$16,21 BRL (Website purchases)",6,"R$303,00 BRL",3.11472,2026-06-29T00:01:00-0300,,
120217686651460690,REMARKETING 30D + MORNO (ENGAJAMENTO) 30D (14/03/25),120215485413360690,PAUSED,PAUSED,off,"[""off""]",OFFSITE_CONVERSIONS,Highest volume,"R$0,00 BRL","R$1.500,00 BRL",2025-03-14T17:26:28-0300,2025-03-14T17:26:27-0300,2025-03-17T12:47:44-0300,1d_view_7d_click,"R$91,23 BRL",8636,3560,2.425843,"R$10,56 BRL",110,"1,27%",0.625289,54,"R$1,69 BRL",27,actions:offsite_conversion.fb_pixel_purchase,1,"R$91,23 BRL (Website purchases)",1,"R$4.950,00 BRL",54.258468,2025-05-13T17:25:00-0300,,
120239805472450690,ADV,120239805472460690,ACTIVE,CAMPAIGN_PAUSED,inactive,"[""campaign_off""]",OFFSITE_CONVERSIONS,,,,2026-01-26T12:23:26-0300,2026-01-26T12:23:26-0300,2026-01-29T10:35:13-0300,1d_view_7d_click_1d_ev,"R$89,93 BRL",15636,9429,1.658288,"R$5,75 BRL",94,"0,60%",0.358148,56,"R$1,61 BRL",30,actions:offsite_conversion.fb_pixel_purchase,8,"R$11,24 BRL (Website purchases)",8,"R$273,90 BRL",3.045702,2026-01-29T23:45:00-0300,,
120227026444910690,[P. SEMELHANTE Repediu][18 a 43],120227026383680690,ACTIVE,CAMPAIGN_PAUSED,inactive,"[""campaign_off""]",OFFSITE_CONVERSIONS,,,,2025-06-28T17:00:00-0300,2025-06-27T20:57:25-0300,2025-07-01T16:45:07-0300,1d_view_7d_click_1d_ev,"R$88,79 BRL",19281,9524,2.024465,"R$4,61 BRL",205,"1,06%",0.337119,65,"R$1,37 BRL",45,actions:offsite_conversion.fb_pixel_purchase,5,"R$17,76 BRL (Website purchases)",5,"R$468,00 BRL",5.270864,2025-07-28T23:51:00-0300,,
120201750879620690,[P. FRIO][ABERTO][GEO 3KM],120201750879600690,ACTIVE,CAMPAIGN_PAUSED,inactive,"[""campaign_off""]",IMPRESSIONS,Highest volume,"R$10,00 BRL","R$0,00 BRL",2023-12-06T15:55:52-0300,2023-12-06T15:55:52-0300,2023-12-14T00:02:49-0300,1d_view_7d_click,"R$89,34 BRL",86319,23755,3.633719,"R$1,03 BRL",94,"0,11%",0.074144,64,"R$1,40 BRL",21,reach,23755,"R$3,76 BRL (Reach)",2,"R$143,20 BRL",1.602865,2023-12-17T23:40:03-0300,,
120245243455430690,[Raio 1km],120245243455420690,ACTIVE,CAMPAIGN_PAUSED,inactive,"[""campaign_off""]",REACH,,,,2026-05-09T00:01:00-0300,2026-05-08T20:14:22-0300,2026-05-08T20:14:39-0300,1d_view_7d_click,"R$83,90 BRL",69556,25555,2.721816,"R$1,21 BRL",200,"0,29%",0.172523,120,"R$0,70 BRL",,reach,25555,"R$3,28 BRL (Reach)",,,,,,
120244466015310690,ADV — [Gê Tropical - Semana do dia 27/04],120243462107720690,PAUSED,PAUSED,off,"[""off""]",OFFSITE_CONVERSIONS,,,,2026-04-27T20:55:39-0300,2026-04-27T20:55:39-0300,2026-05-05T10:11:55-0300,1d_view_7d_click_1d_ev,"R$82,70 BRL",9397,4980,1.886948,"R$8,80 BRL",135,"1,44%",0.947111,89,"R$0,93 BRL",72,actions:offsite_conversion.fb_pixel_purchase,13,"R$6,36 BRL (Website purchases)",13,"R$567,70 BRL",6.864571,2026-05-01T23:45:00-0300,,
23859395383490689,[P. FRIO][ABERTO][GEO 5KM],23859395383330689,PAUSED,PAUSED,off,"[""off""]",OFFSITE_CONVERSIONS,Highest volume,"R$0,00 BRL","R$450,00 BRL",2023-09-27T15:01:50-0300,2023-09-27T15:01:50-0300,2023-10-05T00:12:26-0300,1d_view_7d_click,"R$82,12 BRL",19199,9359,2.051394,"R$4,28 BRL",310,"1,61%",0.385437,74,"R$1,11 BRL",54,actions:offsite_conversion.fb_pixel_purchase,3,"R$27,37 BRL (Website purchases)",3,"R$36,14 BRL",0.440088,2023-10-27T14:21:50-0300,,
120250172812590690,ADV [3km],120250172812560690,ACTIVE,CAMPAIGN_PAUSED,inactive,"[""campaign_off""]",OFFSITE_CONVERSIONS,,,,2026-08-04T22:50:13-0300,2026-08-04T22:50:13-0300,2026-08-05T12:00:17-0300,1d_view_7d_click_1d_ev,"R$77,22 BRL",8583,3808,2.253939,"R$9,00 BRL",86,"1,00%",0.640802,55,"R$1,40 BRL",33,actions:offsite_conversion.fb_pixel_purchase,3,"R$25,74 BRL (Website purchases)",3,"R$93,10 BRL",1.205646,2026-08-09T23:35:00-0300,,
120201753065590690,[P. FRIO][ABERTO][GEO 3KM],120201753065600690,ACTIVE,CAMPAIGN_PAUSED,inactive,"[""campaign_off""]",OFFSITE_CONVERSIONS,Highest volume,"R$0,00 BRL","R$75,00 BRL",2023-12-06T16:09:54-0300,2023-12-06T16:09:54-0300,2023-12-06T16:16:33-0300,1d_view_7d_click,"R$75,00 BRL",15604,5564,2.804457,"R$4,81 BRL",119,"0,76%",0.320431,50,"R$1,50 BRL",33,actions:offsite_conversion.fb_pixel_purchase,4,"R$18,75 BRL (Website purchases)",4,"R$57,56 BRL",0.767467,2023-12-10T23:30:56-0300,,
120249693070190690,ADV,120249693070200690,ACTIVE,CAMPAIGN_PAUSED,inactive,"[""campaign_off""]",OFFSITE_CONVERSIONS,,,,2026-07-14T17:21:30-0300,2026-07-14T17:21:30-0300,2026-07-14T17:21:48-0300,1d_view_1d_click_1d_ev,"R$64,71 BRL",8188,3672,2.229847,"R$7,90 BRL",83,"1,01%",0.561798,46,"R$1,41 BRL",26,actions:offsite_conversion.fb_pixel_purchase,2,"R$32,36 BRL (Website purchases)",2,"R$91,90 BRL",1.420182,2026-07-19T23:12:00-0300,,
120224444941420690,[P. ADV][RAIO 5km],120224443839790690,PAUSED,PAUSED,off,"[""off""]",OFFSITE_CONVERSIONS,Highest volume,"R$0,00 BRL","R$300,00 BRL",2025-05-22T18:34:54-0300,2025-05-22T18:34:53-0300,2025-05-24T11:03:09-0300,1d_view_1d_click_1d_ev,"R$63,66 BRL",6867,5395,1.272845,"R$9,27 BRL",101,"1,47%",0.684433,47,"R$1,35 BRL",33,,,Not available (Website purchases),,,,2025-05-31T23:00:00-0300,actions:offsite_conversion.fb_pixel_purchase,Not available
120201261144080690,[P. FRIO][ABERTO][GEO 3KM],120201261144000690,PAUSED,PAUSED,off,"[""off""]",OFFSITE_CONVERSIONS,Highest volume,"R$0,00 BRL","R$350,00 BRL",2023-11-28T20:31:04-0300,2023-11-28T20:31:04-0300,2023-12-02T17:04:51-0300,1d_view_7d_click,"R$62,38 BRL",10424,6124,1.702155,"R$5,98 BRL",63,"0,60%",0.201458,21,"R$2,97 BRL",11,actions:offsite_conversion.fb_pixel_purchase,4,"R$15,60 BRL (Website purchases)",4,"R$91,20 BRL",1.462007,2023-12-28T20:13:56-0300,,
120225343781000690,Instagram Post,120225343780620690,ACTIVE,CAMPAIGN_PAUSED,inactive,"[""campaign_off""]",VISIT_INSTAGRAM_PROFILE,,,,2025-06-05T20:14:17-0300,2025-06-05T20:13:47-0300,2025-06-05T20:13:47-0300,1d_view_7d_click,"R$59,73 BRL",9025,6577,1.372206,"R$6,62 BRL",172,"1,91%",1.916898,173,"R$0,35 BRL",16,profile_visit_view,180,"R$0,33 BRL (Instagram profile visits)",,,,2025-06-09T20:14:17-0300,,
120224820824110690,[P. Direcionado][RAIO 5km] — Gê Week,120224443839790690,ACTIVE,CAMPAIGN_PAUSED,inactive,"[""campaign_off""]",OFFSITE_CONVERSIONS,Highest volume,"R$0,00 BRL","R$60,00 BRL",2025-05-28T17:30:00-0300,2025-05-27T21:02:15-0300,2025-05-27T21:02:33-0300,1d_view_1d_click_1d_ev,"R$58,40 BRL",6835,5137,1.330543,"R$8,54 BRL",123,"1,80%",0.643745,44,"R$1,33 BRL",36,actions:offsite_conversion.fb_pixel_purchase,4,"R$14,60 BRL (Website purchases)",4,"R$13.604,70 BRL",232.957192,2025-05-29T23:00:00-0300,,
120224523597470690,[P. Direcionado][RAIO 3km],120224523597420690,ACTIVE,CAMPAIGN_PAUSED,inactive,"[""campaign_off""]",CONVERSATIONS,,,,2025-05-23T17:49:34-0300,2025-05-23T17:49:34-0300,2025-07-30T10:33:16-0300,1d_view_7d_click,"R$58,07 BRL",4136,3019,1.36999,"R$14,04 BRL",63,"1,52%",0.676983,28,"R$2,07 BRL",4,actions:onsite_conversion.messaging_conversation_started_7d,14,"R$4,15 BRL (Messaging conversations started)",3,"R$321,20 BRL",5.531255,2025-07-31T23:00:00-0300,,
120234831307780690,"Anúncio de Visitas ao perfil do Instagram: A GE WEEK chegou com tudo! 

O Ultra Egg Bacon...",120234831306800690,ACTIVE,CAMPAIGN_PAUSED,inactive,"[""campaign_off""]",VISIT_INSTAGRAM_PROFILE,,,,2025-10-28T00:01:32-0300,2025-10-27T19:22:31-0300,2025-10-27T19:22:48-0300,1d_view_7d_click,"R$56,87 BRL",5873,4969,1.181928,"R$9,68 BRL",102,"1,74%",1.80487,106,"R$0,54 BRL",4,profile_visit_view,109,"R$0,52 BRL (Instagram profile visits)",,,,2025-10-31T00:01:32-0300,,
120226196734850690,[P. QUENTE][RAIO 5km] — LISTA,120226196734670690,ACTIVE,CAMPAIGN_PAUSED,inactive,"[""campaign_off""]",OFFSITE_CONVERSIONS,Highest volume,"R$0,00 BRL","R$150,00 BRL",2025-06-15T18:24:02-0300,2025-06-15T18:24:01-0300,2025-06-15T18:24:19-0300,1d_view_7d_click,"R$51,90 BRL",7943,7065,1.124275,"R$6,53 BRL",69,"0,87%",0.41546,33,"R$1,57 BRL",24,actions:offsite_conversion.fb_pixel_purchase,1,"R$51,90 BRL (Website purchases)",1,"R$90,00 BRL",1.734104,2025-06-22T23:15:00-0300,,
120234829085370690,Anúncio de Visitas ao perfil do Instagram: O momento mais esperado do dia chegou: HAPPY...,120234829085020690,ACTIVE,CAMPAIGN_PAUSED,inactive,"[""campaign_off""]",VISIT_INSTAGRAM_PROFILE,,,,2025-10-30T07:00:45-0300,2025-10-27T18:29:52-0300,2025-10-27T18:30:08-0300,1d_view_7d_click,"R$50,98 BRL",3594,2976,1.207661,"R$14,18 BRL",40,"1,11%",1.112966,40,"R$1,27 BRL",,profile_visit_view,42,"R$1,21 BRL (Instagram profile visits)",,,,2025-11-01T07:00:45-0300,,
120225786853680690,[P. FRIO][RAIO 3km],120225786853640690,ACTIVE,CAMPAIGN_PAUSED,inactive,"[""campaign_off""]",OFFSITE_CONVERSIONS,Highest volume,"R$0,00 BRL","R$50,00 BRL",2025-06-12T17:29:00-0300,2025-06-11T13:36:24-0300,2025-06-11T13:36:42-0300,1d_view_7d_click_1d_ev,"R$50,00 BRL",9585,6184,1.549968,"R$5,22 BRL",69,"0,72%",0.271257,26,"R$1,92 BRL",21,actions:offsite_conversion.fb_pixel_purchase,2,"R$25,00 BRL (Website purchases)",2,"R$207,00 BRL",4.14,2025-06-13T23:30:00-0300,,
120231193241490690,[Gê Week][Agosto],120225170496270690,PAUSED,PAUSED,off,"[""off""]",REACH,Highest volume,"R$20,00 BRL","R$0,00 BRL",2025-08-26T11:34:43-0300,2025-08-26T11:34:43-0300,2025-11-12T17:18:10-0300,1d_view_7d_click,"R$49,64 BRL",20284,18930,1.071527,"R$2,45 BRL",47,"0,23%",0.20706,42,"R$1,18 BRL",19,reach,18930,"R$2,62 BRL (Reach)",,,,2025-08-28T23:30:00-0300,,
120241991749190690,ADV [4km],120241991749200690,ACTIVE,CAMPAIGN_PAUSED,inactive,"[""campaign_off""]",AD_RECALL_LIFT,,,,2026-03-14T00:01:00-0300,2026-03-13T23:33:21-0300,2026-03-13T23:33:53-0300,1d_view_7d_click,"R$48,87 BRL",32647,20810,1.568813,"R$1,50 BRL",7,"0,0214%",0.003063,1,"R$48,87 BRL",,estimated_ad_recallers,1520,"R$0,03 BRL (Ad recall lift)",,,,2026-03-15T23:00:00-0300,,
120249993377410690,ADV [3km],120249993377400690,ACTIVE,CAMPAIGN_PAUSED,inactive,"[""campaign_off""]",OFFSITE_CONVERSIONS,,,,2026-07-28T16:35:06-0300,2026-07-28T16:35:06-0300,2026-07-28T16:35:23-0300,1d_view_7d_click_1d_ev,"R$48,31 BRL",5408,2392,2.26087,"R$8,93 BRL",48,"0,89%",0.425296,23,"R$2,10 BRL",11,,,Not available (Website purchases),,,,2026-07-30T23:25:00-0300,actions:offsite_conversion.fb_pixel_purchase,Not available
120203536202850690,[P. FRIO][20 A 45][GEO 5 KM],120203536202810690,ACTIVE,CAMPAIGN_PAUSED,inactive,"[""campaign_off""]",CONVERSATIONS,Highest volume,"R$0,00 BRL","R$45,00 BRL",2023-12-26T17:00:02-0300,2023-12-26T10:27:25-0300,2023-12-26T10:27:25-0300,1d_view_7d_click,"R$45,00 BRL",7092,5260,1.348289,"R$6,35 BRL",93,"1,31%",0.437112,31,"R$1,45 BRL",2,actions:onsite_conversion.messaging_conversation_started_7d,15,"R$3,00 BRL (Messaging conversations started)",6,"R$131,00 BRL",2.911111,2023-12-28T23:00:09-0300,,
120205859088520690,Instagram Post,120205859088470690,ACTIVE,CAMPAIGN_PAUSED,inactive,"[""campaign_off""]",LINK_CLICKS,,,,2024-02-23T11:56:13-0300,2024-02-23T11:55:43-0300,2024-02-23T11:55:43-0300,1d_view_7d_click,"R$44,86 BRL",12442,10261,1.212552,"R$3,61 BRL",280,"2,25%",2.073622,258,"R$0,17 BRL",,actions:link_click,258,"R$0,17 BRL (Link clicks)",,,,2024-03-01T11:56:13-0300,,
120232081996860690,[P. SEMELHANTE IC][18 a 43],120232081996780690,PAUSED,PAUSED,off,"[""off""]",OFFSITE_CONVERSIONS,Highest volume,"R$0,00 BRL","R$400,00 BRL",2025-09-12T17:00:00-0300,2025-09-12T15:48:17-0300,2025-09-13T22:09:37-0300,1d_view_7d_click,"R$44,47 BRL",6094,4142,1.47127,"R$7,30 BRL",20,"0,33%",0.196915,12,"R$3,71 BRL",6,,,Not available (Website purchases),,,,2025-09-30T23:01:00-0300,actions:offsite_conversion.fb_pixel_purchase,Not available
