id,name,campaign_id,status,effective_status,delivery.status,delivery.substatuses,optimization_goal,bid_strategy,daily_budget,lifetime_budget,start_time,created_time,updated_time,attribution_setting,amount_spent,impressions,reach,frequency,cpm,clicks,ctr,website_ctr,actions:link_click,cost_per_link_click,landing_page_view,results,results_value,cost_per_result.value,actions:omni_purchase,omni_purchase_values,purchase_roas,end_time,results.indicator,results.value
120232082734090690,ADV,120232081996780690,PAUSED,PAUSED,off,"[""off""]",OFFSITE_CONVERSIONS,Highest volume,"R$0,00 BRL","R$400,00 BRL",2025-09-12T17:00:00-0300,2025-09-12T15:48:09-0300,2025-09-13T22:09:39-0300,1d_view_7d_click,"R$44,20 BRL",4522,3795,1.191568,"R$9,77 BRL",47,"1,04%",0.530739,24,"R$1,84 BRL",17,,,Not available (Website purchases),,,,2025-09-30T23:01:00-0300,actions:offsite_conversion.fb_pixel_purchase,Not available
120250462200090690,Post do Instagram: Ge Classic chega conquistando...,120250462199560690,ACTIVE,ACTIVE,active,"[""active""]",VISIT_INSTAGRAM_PROFILE,,,,2026-08-15T09:53:15-0300,2026-08-15T09:52:47-0300,2026-08-15T09:53:07-0300,1d_view_7d_click,"R$41,74 BRL",4366,3624,1.204746,"R$9,56 BRL",116,"2,66%",2.198809,96,"R$0,43 BRL",2,profile_visit_view,97,"R$0,43 BRL (Instagram profile visits)",,,,,,
23859406731670689,"[P. MORNO][IG, FB & SITE][GEO 10KM]",23859406726360689,ACTIVE,CAMPAIGN_PAUSED,inactive,"[""campaign_off""]",CONVERSATIONS,Highest volume,"R$0,00 BRL","R$180,00 BRL",2023-09-27T16:54:54-0300,2023-09-27T16:54:54-0300,2023-09-27T16:54:54-0300,1d_view_7d_click,"R$41,61 BRL",4132,1772,2.331828,"R$10,07 BRL",87,"2,11%",0.314618,13,"R$3,20 BRL",1,actions:onsite_conversion.messaging_conversation_started_7d,3,"R$13,87 BRL (Messaging conversations started)",,,,2023-10-27T15:04:41-0300,,
120225488165510690,ADV [P. SEMELHANTE IC][18 a 43],120225488163370690,ACTIVE,CAMPAIGN_PAUSED,inactive,"[""campaign_off""]",OFFSITE_CONVERSIONS,,,,2025-06-07T23:08:24-0300,2025-06-07T23:08:24-0300,2025-06-07T23:08:43-0300,1d_view_7d_click_1d_ev,"R$40,28 BRL",5561,4597,1.209702,"R$7,24 BRL",78,"1,40%",0.665348,37,"R$1,09 BRL",26,actions:offsite_conversion.fb_pixel_purchase,2,"R$20,14 BRL (Website purchases)",2,"R$99,00 BRL",2.457795,2025-07-07T23:04:12-0300,,
120210801228380690,Instagram Post,120210801228280690,ACTIVE,CAMPAIGN_PAUSED,inactive,"[""campaign_off""]",VISIT_INSTAGRAM_PROFILE,,,,2024-07-31T17:46:16-0300,2024-07-31T17:45:46-0300,2024-07-31T17:45:46-0300,1d_view_7d_click,"R$37,38 BRL",8857,5971,1.483336,"R$4,22 BRL",27,"0,30%",0.304844,27,"R$1,38 BRL",,profile_visit_view,29,"R$1,29 BRL (Instagram profile visits)",,,,2024-08-05T17:46:16-0300,,
120228486963670690,[PROMO] - Terça-Feira,120228486963620690,ACTIVE,CAMPAIGN_PAUSED,inactive,"[""campaign_off""]",OFFSITE_CONVERSIONS,Highest volume,"R$0,00 BRL","R$180,00 BRL",2025-07-21T11:58:48-0300,2025-07-21T11:58:47-0300,2025-07-21T12:05:40-0300,1d_view_7d_click_1d_ev,"R$35,15 BRL",5754,4626,1.243839,"R$6,11 BRL",68,"1,18%",0.347584,20,"R$1,76 BRL",17,actions:offsite_conversion.fb_pixel_purchase,1,"R$35,15 BRL (Website purchases)",1,"R$143,90 BRL",4.093883,2025-08-21T23:32:00-0300,,
120228486963680690,[PROMO] - Quarta-Feira,120228486963620690,ACTIVE,CAMPAIGN_PAUSED,inactive,"[""campaign_off""]",OFFSITE_CONVERSIONS,Highest volume,"R$0,00 BRL","R$180,00 BRL",2025-07-21T11:58:48-0300,2025-07-21T11:58:47-0300,2025-07-21T12:05:34-0300,1d_view_7d_click_1d_ev,"R$35,06 BRL",4861,3934,1.235638,"R$7,21 BRL",59,"1,21%",0.370294,18,"R$1,95 BRL",15,,,Not available (Website purchases),,,,2025-08-21T23:32:00-0300,actions:offsite_conversion.fb_pixel_purchase,Not available
23862496957870689,[P. FRIO][ABERTO][GEO 10 KM],23862496957760689,ACTIVE,CAMPAIGN_PAUSED,inactive,"[""campaign_off""]",CONVERSATIONS,Highest volume,"R$0,00 BRL","R$35,00 BRL",2023-10-24T21:46:11-0300,2023-10-24T21:46:11-0300,2023-11-22T11:40:50-0300,1d_view_7d_click,"R$35,00 BRL",2454,2107,1.164689,"R$14,26 BRL",13,"0,53%",0.325998,8,"R$4,38 BRL",,actions:onsite_conversion.messaging_conversation_started_7d,2,"R$17,50 BRL (Messaging conversations started)",,,,2023-10-26T23:00:18-0300,,
120228486963690690,[PROMO] - Quinta-Feira,120228486963620690,ACTIVE,CAMPAIGN_PAUSED,inactive,"[""campaign_off""]",OFFSITE_CONVERSIONS,Highest volume,"R$0,00 BRL","R$180,00 BRL",2025-07-21T11:58:48-0300,2025-07-21T11:58:47-0300,2025-07-21T12:05:27-0300,1d_view_7d_click_1d_ev,"R$34,79 BRL",4602,3880,1.186082,"R$7,56 BRL",43,"0,93%",0.391134,18,"R$1,93 BRL",14,,,Not available (Website purchases),,,,2025-08-21T23:32:00-0300,actions:offsite_conversion.fb_pixel_purchase,Not available
120229248404980690,[Gê Week][Julho],120225170496270690,PAUSED,PAUSED,off,"[""off""]",REACH,Highest volume,"R$15,00 BRL","R$0,00 BRL",2025-07-29T16:30:54-0300,2025-07-29T16:30:54-0300,2025-08-04T12:49:00-0300,1d_view_7d_click,"R$34,23 BRL",11750,11607,1.01232,"R$2,91 BRL",26,"0,22%",0.178723,21,"R$1,63 BRL",9,reach,11607,"R$2,95 BRL (Reach)",,,,2025-07-31T23:30:00-0300,,
23856757631980689,Engajamento - Mensagem - Whatsapp,23856757631680689,ACTIVE,CAMPAIGN_PAUSED,inactive,"[""campaign_off""]",CONVERSATIONS,Highest volume,"R$0,00 BRL","R$600,00 BRL",2023-07-27T21:22:10-0300,2023-07-27T21:22:10-0300,2023-07-29T19:06:11-0300,1d_view_7d_click,"R$34,00 BRL",4008,3201,1.252109,"R$8,48 BRL",44,"1,10%",0.424152,17,"R$2,00 BRL",2,actions:onsite_conversion.messaging_conversation_started_7d,8,"R$4,25 BRL (Messaging conversations started)",,,,2023-08-31T00:00:00-0300,,
120224532621810690,[P. Direcionado][RAIO 3km],120224532621730690,ACTIVE,CAMPAIGN_PAUSED,inactive,"[""campaign_off""]",CONVERSATIONS,,,,2025-05-23T20:16:13-0300,2025-05-23T20:16:12-0300,2025-05-23T20:16:30-0300,1d_view_7d_click,"R$33,46 BRL",2251,1723,1.306442,"R$14,86 BRL",37,"1,64%",0.710795,16,"R$2,09 BRL",3,actions:onsite_conversion.messaging_conversation_started_7d,7,"R$4,78 BRL (Messaging conversations started)",2,"R$6.049,90 BRL",180.809922,2025-05-31T23:00:00-0300,,
120224443840940690,[P. FRIO][RAIO 5km],120224443839790690,PAUSED,PAUSED,off,"[""off""]",OFFSITE_CONVERSIONS,Highest volume,"R$0,00 BRL","R$300,00 BRL",2025-05-22T18:34:30-0300,2025-05-22T18:34:30-0300,2025-05-23T17:49:41-0300,1d_view_1d_click_1d_ev,"R$31,31 BRL",3847,3566,1.0788,"R$8,14 BRL",59,"1,53%",0.701846,27,"R$1,16 BRL",25,,,Not available (Website purchases),,,,2025-05-31T23:00:00-0300,actions:offsite_conversion.fb_pixel_purchase,Not available
120243701135820690,[Promo dia do Amigo],120225170496270690,PAUSED,PAUSED,off,"[""off""]",AD_RECALL_LIFT,Highest volume,"R$30,00 BRL","R$0,00 BRL",2026-04-18T00:00:00-0300,2026-04-17T23:31:20-0300,2026-04-19T15:08:08-0300,1d_view_7d_click,"R$29,94 BRL",18633,13663,1.363756,"R$1,61 BRL",51,"0,27%",0.182472,34,"R$0,88 BRL",,estimated_ad_recallers,90,"R$0,33 BRL (Ad recall lift)",,,,2026-04-19T00:30:00-0300,,
120224188138700690,TESTE DE PÚBLICO 01,120212332355730690,ACTIVE,CAMPAIGN_PAUSED,inactive,"[""campaign_off""]",OFFSITE_CONVERSIONS,Highest volume,"R$0,00 BRL","R$600,00 BRL",2025-05-19T10:47:46-0300,2025-05-19T10:41:48-0300,2025-05-19T10:41:48-0300,1d_view_7d_click,"R$26,90 BRL",3511,2900,1.21069,"R$7,66 BRL",48,"1,37%",0.569638,20,"R$1,35 BRL",14,,,Not available (Website purchases),,,,2025-06-18T10:40:00-0300,actions:offsite_conversion.fb_pixel_purchase,Not available
23861460397130689,"[P. FRIO][EXCLUSÃO IG, FB & SITE][GEO 10KM]",23861403164910689,PAUSED,PAUSED,off,"[""off""]",OFFSITE_CONVERSIONS,Highest volume,"R$0,00 BRL","R$350,00 BRL",2023-10-06T19:38:34-0300,2023-10-06T19:38:34-0300,2023-10-08T19:33:55-0300,1d_view_7d_click,"R$26,72 BRL",8016,5907,1.357034,"R$3,33 BRL",106,"1,32%",0.411677,33,"R$0,81 BRL",21,,,Not available (Website purchases),,,,2023-11-05T14:21:50-0300,actions:offsite_conversion.fb_pixel_purchase,Not available
23856442654540689,Vendas - CLIENTEVIP,23856442654380689,ACTIVE,CAMPAIGN_PAUSED,inactive,"[""campaign_off""]",OFFSITE_CONVERSIONS,Highest volume,"R$0,00 BRL","R$500,00 BRL",2023-07-15T18:21:21-0300,2023-07-15T18:21:20-0300,2023-07-28T15:34:57-0300,1d_view_7d_click,"R$26,23 BRL",1901,186,10.22043,"R$13,80 BRL",14,"0,74%",0.420831,8,"R$3,28 BRL",1,actions:offsite_conversion.fb_pixel_purchase,2,"R$13,12 BRL (Website purchases)",2,,,2023-08-31T17:57:54-0300,,
120224189639230690,AQUECIMENTO DE PÚBLICO,120224189639240690,ACTIVE,CAMPAIGN_PAUSED,inactive,"[""campaign_off""]",IMPRESSIONS,Highest volume,"R$6,00 BRL","R$0,00 BRL",2025-05-19T11:22:03-0300,2025-05-19T11:22:03-0300,2025-05-21T19:04:16-0300,1d_view_7d_click,"R$25,93 BRL",25413,19892,1.277549,"R$1,02 BRL",53,"0,21%",0.06296,16,"R$1,62 BRL",,reach,19892,"R$1,30 BRL (Reach)",,,,,,
120217908514580690,P.ABERO - ADVANTAGE+ - BURGUERES,120217906270310690,ACTIVE,CAMPAIGN_PAUSED,inactive,"[""campaign_off""]",OFFSITE_CONVERSIONS,,,,2025-03-21T15:26:22-0300,2025-03-21T15:26:21-0300,2025-03-21T15:26:21-0300,1d_view_7d_click_1d_ev,"R$25,71 BRL",2392,959,2.494265,"R$10,75 BRL",11,"0,46%",0.292642,7,"R$3,67 BRL",2,,,Not available (Website purchases),,,,2025-05-31T14:36:00-0300,actions:offsite_conversion.fb_pixel_purchase,Not available
120225488165520690,[P. SEMELHANTE IC][18 a 43],120225488163370690,ACTIVE,CAMPAIGN_PAUSED,inactive,"[""campaign_off""]",OFFSITE_CONVERSIONS,,,,2025-06-07T23:08:13-0300,2025-06-07T23:08:12-0300,2025-06-07T23:08:30-0300,1d_view_7d_click_1d_ev,"R$25,49 BRL",3422,2839,1.205354,"R$7,45 BRL",40,"1,17%",0.43834,15,"R$1,70 BRL",12,actions:offsite_conversion.fb_pixel_purchase,2,"R$12,75 BRL (Website purchases)",2,"R$138,20 BRL",5.421734,2025-07-07T23:04:12-0300,,
120244050295460690,"Post do Instagram: Preço baixo, sabor absurdo! 🤩...",120244050293630690,ACTIVE,CAMPAIGN_PAUSED,inactive,"[""campaign_off""]",VISIT_INSTAGRAM_PROFILE,,,,2026-04-22T15:46:07-0300,2026-04-22T15:45:40-0300,2026-04-22T15:45:57-0300,1d_view_7d_click,"R$24,91 BRL",7501,6572,1.141357,"R$3,32 BRL",88,"1,17%",1.213172,91,"R$0,27 BRL",1,profile_visit_view,87,"R$0,29 BRL (Instagram profile visits)",,,,2026-04-23T15:46:07-0300,,
120224188392720690,TESTE DE PÚBLICO 02,120212332355730690,ACTIVE,CAMPAIGN_PAUSED,inactive,"[""campaign_off""]",OFFSITE_CONVERSIONS,Highest volume,"R$0,00 BRL","R$600,00 BRL",2025-05-19T10:52:56-0300,2025-05-19T10:47:47-0300,2025-05-19T10:47:47-0300,1d_view_7d_click,"R$24,61 BRL",3303,2908,1.135832,"R$7,45 BRL",39,"1,18%",0.514684,17,"R$1,45 BRL",18,actions:offsite_conversion.fb_pixel_purchase,2,"R$12,31 BRL (Website purchases)",2,"R$180,00 BRL",7.3141,2025-06-18T10:40:00-0300,,
120244058256140690,"Post do Instagram: R$26,91 no Ge Amazônico até...",120244058255840690,ACTIVE,CAMPAIGN_PAUSED,inactive,"[""campaign_off""]",VISIT_INSTAGRAM_PROFILE,,,,2026-04-22T20:53:52-0300,2026-04-22T20:53:27-0300,2026-04-22T20:53:43-0300,1d_view_7d_click,"R$24,56 BRL",2532,1920,1.31875,"R$9,70 BRL",32,"1,26%",1.184834,30,"R$0,82 BRL",1,profile_visit_view,30,"R$0,82 BRL (Instagram profile visits)",,,,2026-04-23T20:53:52-0300,,
120225787392900690,[DIA DOS NAMORADOS],120225170496270690,PAUSED,PAUSED,off,"[""off""]",IMPRESSIONS,Highest volume,"R$10,01 BRL","R$0,00 BRL",2025-06-11T13:44:09-0300,2025-06-11T13:44:09-0300,2025-06-14T11:22:40-0300,1d_view_7d_click,"R$23,45 BRL",19638,12612,1.557088,"R$1,19 BRL",42,"0,21%",0.152765,30,"R$0,78 BRL",,reach,12612,"R$1,86 BRL (Reach)",,,,2025-06-13T22:00:00-0300,,
120224821974360690,Instagram Post,120224821972960690,ACTIVE,CAMPAIGN_PAUSED,inactive,"[""campaign_off""]",VISIT_INSTAGRAM_PROFILE,,,,2025-05-27T21:53:17-0300,2025-05-27T21:52:47-0300,2025-05-27T21:52:47-0300,1d_view_7d_click,"R$19,93 BRL",4183,2917,1.434008,"R$4,76 BRL",85,"2,03%",2.103753,88,"R$0,23 BRL",5,profile_visit_view,111,"R$0,18 BRL (Instagram profile visits)",,,,2025-05-29T21:53:17-0300,,
120204738105320690,[P. FRIO][ABERTO][GEO 3KM][LEMBRANÇA],120203967962960690,PAUSED,PAUSED,off,"[""off""]",AD_RECALL_LIFT,Highest volume,"R$15,00 BRL","R$0,00 BRL",2024-01-30T18:15:34-0300,2024-01-30T18:15:34-0300,2024-02-03T00:58:42-0300,1d_view_7d_click,"R$17,96 BRL",5285,3023,1.748263,"R$3,40 BRL",15,"0,28%",0.151372,8,"R$2,25 BRL",,estimated_ad_recallers,80,"R$0,22 BRL (Ad recall lift)",,,,2024-01-31T23:00:00-0300,,
120250582377350690,ADV — [Quente Sugestão],120250582377310690,ACTIVE,ACTIVE,active,"[""in_learning_phase""]",OFFSITE_CONVERSIONS,,,,2026-08-21T17:00:00-0300,2026-08-21T15:53:39-0300,2026-08-21T15:53:58-0300,1d_view_7d_click,"R$17,28 BRL",917,716,1.280726,"R$18,84 BRL",10,"1,09%",0.654308,6,"R$2,88 BRL",3,,,Not available (Website purchases),,,,2026-08-29T23:27:00-0300,actions:offsite_conversion.fb_pixel_purchase,Not available
120212332109540690,QUENTE 30D  3KM,120212331118100690,PAUSED,PAUSED,off,"[""off""]",CONVERSATIONS,,,,2024-10-04T17:54:14-0300,2024-10-04T17:54:14-0300,2024-10-14T22:47:04-0300,1d_view_7d_click,"R$16,22 BRL",1301,678,1.918879,"R$12,47 BRL",31,"2,38%",0.691776,9,"R$1,80 BRL",3,actions:onsite_conversion.messaging_conversation_started_7d,5,"R$3,24 BRL (Messaging conversations started)",,,,2024-10-12T16:39:00-0300,,
120200077656960690,[P. MORNO][INSTA][GEO 15 KM],23862496957760689,ACTIVE,CAMPAIGN_PAUSED,inactive,"[""campaign_off""]",CONVERSATIONS,Highest volume,"R$0,00 BRL","R$15,00 BRL",2023-10-25T13:26:15-0300,2023-10-25T13:26:15-0300,2023-10-25T13:26:15-0300,1d_view_7d_click,"R$15,00 BRL",2141,1085,1.973272,"R$7,01 BRL",20,"0,93%",0.373657,8,"R$1,88 BRL",1,actions:onsite_conversion.messaging_conversation_started_7d,1,"R$15,00 BRL (Messaging conversations started)",,,,2023-10-26T23:00:18-0300,,
23859221137040689,[P. FRIO][ABERTO][GEO 12KM],23859221136940689,ACTIVE,CAMPAIGN_PAUSED,inactive,"[""campaign_off""]",REACH,Highest volume,"R$0,00 BRL","R$15,00 BRL",2023-09-27T14:21:06-0300,2023-09-27T14:21:06-0300,2023-09-27T14:21:06-0300,1d_view_7d_click,"R$15,00 BRL",10453,10446,1.00067,"R$1,43 BRL",10,"0,0957%",0.047833,5,"R$3,00 BRL",4,reach,10446,"R$1,44 BRL (Reach)",,,,2023-09-28T23:00:00-0300,,
120230749745200690,[P. ADV][18 a 43],120230749744780690,ACTIVE,CAMPAIGN_PAUSED,inactive,"[""campaign_off""]",OFFSITE_CONVERSIONS,,,,2025-08-19T17:42:28-0300,2025-08-19T17:42:27-0300,2025-08-19T17:42:45-0300,1d_view_7d_click,"R$11,13 BRL",1256,763,1.646134,"R$8,86 BRL",9,"0,72%",0.477707,6,"R$1,86 BRL",5,,,Not available (Website purchases),,,,2025-08-31T23:01:00-0300,actions:offsite_conversion.fb_pixel_purchase,Not available
120201189996170690,[P. FRIO][ABERTO][GEO 2KM][BLACK],120200344064960690,PAUSED,PAUSED,off,"[""off""]",REACH,Highest volume,"R$15,00 BRL","R$0,00 BRL",2023-11-25T12:11:42-0300,2023-11-25T12:11:42-0300,2023-11-25T23:12:00-0300,1d_view_7d_click,"R$7,37 BRL",3742,3690,1.014092,"R$1,97 BRL",1,"0,0267%",0.026724,1,"R$7,37 BRL",,reach,3690,"R$2,00 BRL (Reach)",,,,2023-11-26T23:00:22-0300,,
120226897894810690,[P. SEMELHANTE IC][18 a 43] CPA IDEAL,120226897894620690,PAUSED,PAUSED,off,"[""off""]",OFFSITE_CONVERSIONS,Cost per result goal,"R$0,00 BRL","R$450,00 BRL",2025-06-25T15:09:46-0300,2025-06-25T15:09:46-0300,2025-06-29T11:07:24-0300,1d_view_7d_click_1d_ev,"R$6,39 BRL",1045,875,1.194286,"R$6,11 BRL",18,"1,72%",0.191388,2,"R$3,20 BRL",2,,,Not available (Website purchases),,,,2025-07-06T23:30:00-0300,actions:offsite_conversion.fb_pixel_purchase,Not available
120246722698520690,ADV — [Teste Público Quente] — [27.05],120233532885890690,PAUSED,PAUSED,off,"[""off""]",CONVERSATIONS,Highest volume,"R$0,00 BRL","R$1.250,00 BRL",2026-05-28T17:00:00-0300,2026-05-27T20:05:49-0300,2026-05-29T20:10:34-0300,1d_view_7d_click,"R$0,00 BRL",0,0,0,,0,,,,,,,,Not available (Messaging conversations started),,,,2026-06-28T23:02:00-0300,actions:onsite_conversion.messaging_conversation_started_7d,Not available
120236318689300690,[BLACK],120225170496270690,PAUSED,PAUSED,off,"[""off""]",AD_RECALL_LIFT,Highest volume,"R$30,00 BRL","R$0,00 BRL",2025-11-21T10:57:14-0300,2025-11-21T10:57:14-0300,2025-11-21T10:57:45-0300,1d_view_7d_click,"R$0,00 BRL",0,0,0,,0,,,,,,,,Not available (Ad recall lift),,,,2025-11-23T19:01:17-0300,estimated_ad_recallers,Not available
120236120703420690,ADV - [3km],120227813792370690,PAUSED,PAUSED,off,"[""off""]",THRUPLAY,Highest volume,"R$20,00 BRL","R$0,00 BRL",2025-11-18T00:01:00-0300,2025-11-17T22:44:08-0300,2025-11-18T22:01:28-0300,1d_view_7d_click,"R$0,00 BRL",0,0,0,,0,,,,,,,,Not available (video_thruplay_watched_actions),,,,,video_thruplay_watched_actions,Not available
120235950950340690,ADV - [3km],120227813792370690,PAUSED,PAUSED,off,"[""off""]",THRUPLAY,Highest volume,"R$20,00 BRL","R$0,00 BRL",2025-11-14T13:09:37-0300,2025-11-14T13:09:36-0300,2025-11-18T21:53:27-0300,1d_view_7d_click,"R$0,00 BRL",0,0,0,,0,,,,,,,,Not available (video_thruplay_watched_actions),,,,,video_thruplay_watched_actions,Not available
120211342575820690,[P. FRIO][21 a 43][GEWEEK AGOSTO],120205274749610690,PAUSED,PAUSED,off,"[""off""]",CONVERSATIONS,Highest volume,"R$65,00 BRL","R$0,00 BRL",2024-08-27T00:27:46-0300,2024-08-27T00:27:46-0300,2024-09-17T12:48:15-0300,1d_view_7d_click,"R$0,00 BRL",0,0,0,,0,,,,,,,,Not available (Messaging conversations started),,,,2024-08-29T23:00:00-0300,actions:onsite_conversion.messaging_conversation_started_7d,Not available
120206600103920690,[P. FRIO][ABERTO][GEO 2KM],120203967962960690,PAUSED,PAUSED,off,"[""off""]",REACH,Highest volume,"R$5,50 BRL","R$0,00 BRL",2024-03-09T12:24:40-0300,2024-03-09T12:24:40-0300,2024-03-09T12:24:57-0300,1d_view_7d_click,"R$0,00 BRL",0,0,0,,0,,,,,,,,Not available (Reach),,,,,reach,Not available
23855591099760689,Hamburgueres & Fast Food,23855591099600689,ACTIVE,CAMPAIGN_PAUSED,inactive,"[""campaign_off""]",CONVERSATIONS,Highest volume,"R$0,00 BRL","R$600,00 BRL",2023-07-01T22:26:13-0300,2023-07-01T22:26:13-0300,2023-07-04T22:48:29-0300,1d_view_7d_click,"R$0,00 BRL",0,0,0,,0,,,,,,,,Not available (Messaging conversations started),,,,2023-07-31T00:00:00-0300,actions:onsite_conversion.messaging_conversation_started_7d,Not available
23855178816500689,Novo conjunto de anúncios de Vendas,23855178816320689,ACTIVE,CAMPAIGN_PAUSED,inactive,"[""campaign_off""]",OFFSITE_CONVERSIONS,Highest volume,"R$150,00 BRL","R$0,00 BRL",2023-06-24T17:38:55-0300,2023-06-24T17:38:55-0300,2023-06-24T17:38:55-0300,1d_view_7d_click,"R$0,00 BRL",0,0,0,,0,,,,,,,,Not available (Website purchases),,,,2023-06-26T00:00:00-0300,actions:offsite_conversion.fb_pixel_purchase,Not available
23854852055790689,Domingo,23854852055720689,ACTIVE,CAMPAIGN_PAUSED,inactive,"[""campaign_off""]",OFFSITE_CONVERSIONS,Highest volume,"R$0,00 BRL","R$67,00 BRL",2023-06-17T22:42:25-0300,2023-06-17T22:42:25-0300,2023-06-18T18:22:01-0300,1d_view_7d_click,"R$0,00 BRL",0,0,0,,0,,,,,,,,Not available (Website purchases),,,,2023-06-30T22:12:10-0300,actions:offsite_conversion.fb_pixel_purchase,Not available
23854850307400689,Sábado,23854850307390689,ACTIVE,CAMPAIGN_PAUSED,inactive,"[""campaign_off""]",OFFSITE_CONVERSIONS,Highest volume,"R$0,00 BRL","R$72,10 BRL",2023-06-17T21:34:44-0300,2023-06-17T21:34:41-0300,2023-06-17T21:39:39-0300,1d_view_7d_click,"R$0,00 BRL",0,0,0,,0,,,,,,,,Not available (Website purchases),,,,2023-06-30T23:30:18-0300,actions:offsite_conversion.fb_pixel_purchase,Not available
23854567294850689,Hamburgueres - 18 - 60 - Terça,23854467555490689,PAUSED,PAUSED,off,"[""off""]",OFFSITE_CONVERSIONS,Highest volume,"R$0,00 BRL","R$416,00 BRL",2023-06-06T15:58:54-0300,2023-06-06T15:58:54-0300,2023-06-29T21:20:29-0300,1d_view_7d_click,"R$0,00 BRL",0,0,0,,0,,,,,,,,Not available (Website purchases),,,,2023-07-01T23:44:56-0300,actions:offsite_conversion.fb_pixel_purchase,Not available
23854509177010689,Público amplo - Sexta,23854509176890689,ACTIVE,CAMPAIGN_PAUSED,inactive,"[""campaign_off""]",LINK_CLICKS,Highest volume,"R$0,00 BRL","R$160,00 BRL",2023-06-04T00:36:27-0300,2023-06-04T00:36:27-0300,2023-07-27T21:09:05-0300,1d_view_7d_click,"R$0,00 BRL",0,0,0,,0,,,,,,,,Not available (Link clicks),,,,2023-06-30T23:30:30-0300,actions:link_click,Not available
23854509176950689,Público amplo - Terça,23854509176890689,ACTIVE,CAMPAIGN_PAUSED,inactive,"[""campaign_off""]",LINK_CLICKS,Highest volume,"R$0,00 BRL","R$162,00 BRL",2023-06-04T00:36:22-0300,2023-06-04T00:36:22-0300,2023-07-27T21:09:05-0300,1d_view_7d_click,"R$0,00 BRL",0,0,0,,0,,,,,,,,Not available (Link clicks),,,,2023-06-30T23:30:30-0300,actions:link_click,Not available
23854509176940689,Público amplo - Quinta,23854509176890689,ACTIVE,CAMPAIGN_PAUSED,inactive,"[""campaign_off""]",LINK_CLICKS,Highest volume,"R$0,00 BRL","R$160,00 BRL",2023-06-04T00:36:27-0300,2023-06-04T00:36:27-0300,2023-07-27T21:09:05-0300,1d_view_7d_click,"R$0,00 BRL",0,0,0,,0,,,,,,,,Not available (Link clicks),,,,2023-06-30T23:30:30-0300,actions:link_click,Not available
23854509176930689,Público amplo - Quarta,23854509176890689,ACTIVE,CAMPAIGN_PAUSED,inactive,"[""campaign_off""]",LINK_CLICKS,Highest volume,"R$0,00 BRL","R$160,00 BRL",2023-06-04T00:36:22-0300,2023-06-04T00:36:22-0300,2023-07-27T21:09:05-0300,1d_view_7d_click,"R$0,00 BRL",0,0,0,,0,,,,,,,,Not available (Link clicks),,,,2023-06-30T23:30:30-0300,actions:link_click,Not available
23854509176920689,Público amplo - Sábado,23854509176890689,ACTIVE,CAMPAIGN_PAUSED,inactive,"[""campaign_off""]",LINK_CLICKS,Highest volume,"R$0,00 BRL","R$160,00 BRL",2023-06-04T00:36:34-0300,2023-06-04T00:36:34-0300,2023-07-27T21:09:05-0300,1d_view_7d_click,"R$0,00 BRL",0,0,0,,0,,,,,,,,Not available (Link clicks),,,,2023-06-30T23:30:30-0300,actions:link_click,Not available
23854509176910689,Público amplo - Domingo,23854509176890689,ACTIVE,CAMPAIGN_PAUSED,inactive,"[""campaign_off""]",LINK_CLICKS,Highest volume,"R$0,00 BRL","R$160,00 BRL",2023-06-04T00:35:53-0300,2023-06-04T00:35:52-0300,2023-07-27T21:09:05-0300,1d_view_7d_click,"R$0,00 BRL",0,0,0,,0,,,,,,,,Not available (Link clicks),,,,2023-06-30T23:30:30-0300,actions:link_click,Not available
23854467555540689,Hamburgueres - 18 - 60,23854467555490689,ACTIVE,CAMPAIGN_PAUSED,inactive,"[""campaign_off""]",OFFSITE_CONVERSIONS,Highest volume,"R$0,00 BRL","R$4.000,00 BRL",2023-06-02T00:06:33-0300,2023-06-02T00:06:33-0300,2023-07-04T22:48:49-0300,1d_view_7d_click,"R$0,00 BRL",0,0,0,,0,,,,,,,,Not available (Website purchases),,,,2023-07-31T23:44:56-0300,actions:offsite_conversion.fb_pixel_purchase,Not available
23854465452960689,Público amplo - Quinta - Remarketing 365 Dias Instagram/Facebook,23854465452890689,PAUSED,PAUSED,off,"[""off""]",CONVERSATIONS,Highest volume,"R$0,00 BRL","R$160,00 BRL",2023-06-01T22:07:46-0300,2023-06-01T22:07:46-0300,2023-06-10T20:23:26-0300,1d_view_7d_click,"R$0,00 BRL",0,0,0,,0,,,,,,,,Not available (Messaging conversations started),,,,2023-06-30T23:30:30-0300,actions:onsite_conversion.messaging_conversation_started_7d,Not available
23854465452950689,Público amplo - Quarta - Remarketing 365 Dias Instagram/Facebook,23854465452890689,PAUSED,PAUSED,off,"[""off""]",CONVERSATIONS,Highest volume,"R$0,00 BRL","R$160,00 BRL",2023-06-01T22:39:21-0300,2023-06-01T22:39:21-0300,2023-06-10T20:23:26-0300,1d_view_7d_click,"R$0,00 BRL",0,0,0,,0,,,,,,,,Not available (Messaging conversations started),,,,2023-06-30T23:30:30-0300,actions:onsite_conversion.messaging_conversation_started_7d,Not available
